연도,시도,시군구,계약종별, 1월, 2월, 3월, 4월, 5월, 6월, 7월, 8월, 9월, 10월, 11월, 12월
2014,대구광역시,달성군,심 야,7312541,7321728,5739970,4331905,2587833,1372813,1007916,816359,925200,1365350,3220521,5325601
2014,인천광역시,중구,주택용,13548722,13490518,11666665,12223277,11446641,11661983,12064269,13355186,12428311,11498033,12287194,13148322
2014,인천광역시,중구,일반용,76607339,70478944,66419627,63926793,63789615,69057038,78301540,81816680,74370183,67444724,73328078,67966139
2014,인천광역시,중구,교육용,2010474,1878976,1846982,1390145,1127195,1190809,1502690,1301102,1272912,1135086,1363412,2644873
2014,인천광역시,중구,산업용,54603708,49287850,52298697,50596786,51578926,51152761,53720711,55165665,54222267,55913011,53824143,58170324
2014,인천광역시,중구,농사용,393943,376393,425114,454546,446380,479952,513603,718249,753693,604386,1123379,526692
2014,인천광역시,중구,가로등,2205819,2076694,1815136,1772325,1604182,1472597,1483960,1517874,1633447,1831465,2056917,2161159
2014,인천광역시,중구,심 야,5314696,5296548,4022433,3126659,2192426,1621251,1273270,1260739,1253106,1309925,2200081,3780202
2014,인천광역시,동구,주택용,8254529,8042295,7214004,7359328,7008862,7045986,7308432,7925991,7368696,6853138,7274811,7852355
2014,인천광역시,동구,일반용,11346892,10664483,9423067,8566857,7786616,8446069,9785875,10158962,9335225,8351238,8661023,11023339
2014,인천광역시,동구,교육용,867648,866486,817989,617497,528865,545887,664492,555628,577934,532911,611811,1193715
2014,인천광역시,동구,산업용,329076956,274911549,325550132,315571078,332080371,321494335,319140378,274241859,257039719,324479236,284639065,303559374
2014,인천광역시,동구,농사용,11791,11958,10215,11952,12679,12574,11640,10512,12004,11645,10138,10120
2014,인천광역시,동구,가로등,444084,430544,381811,362647,333181,302319,295459,327873,360553,388029,432228,449551
2014,인천광역시,동구,심 야,1316469,1240395,905094,517244,319739,174126,117389,103521,109567,155269,716380,1054139
2014,인천광역시,남구,주택용,45437467,45547349,39484818,41291551,38830170,39868290,41131591,45973064,42566153,38468128,40775152,42926069
2014,인천광역시,남구,일반용,56397434,53579796,46459669,44085774,40113531,43885023,49580494,54084815,49273241,42345152,41669889,50953407
2014,인천광역시,남구,교육용,6096571,5789948,5699978,4222623,3829654,4334834,4881053,4276448,4450587,3926254,4558644,8062579
2014,인천광역시,남구,산업용,84632626,77028500,80521243,77076990,65510905,75827070,81397534,78158050,75028797,78694948,76820760,85057099
2014,인천광역시,남구,농사용,22315,23352,20051,20204,21278,20652,19439,21543,19414,17372,21149,26677
2014,인천광역시,남구,가로등,1477731,1405675,1253040,1201231,1105130,1008126,994280,1085893,1158132,1260367,1387299,1439297
2014,인천광역시,남구,심 야,5371248,5241944,3973383,3214805,2374666,1965295,1959772,1839113,1594258,1291388,2011266,3822595
2014,인천광역시,서구,주택용,57611690,57706136,49964621,52229963,48974221,50146244,51118082,57525684,53009238,48379668,51625370,54314962
2014,인천광역시,서구,일반용,71434910,67538482,59149410,55559180,51269140,56110079,63698145,67155431,62176594,55653393,56457064,68857466
2014,인천광역시,서구,교육용,3635036,3821293,3481637,2439021,1997513,2074556,2741134,2064883,2241875,2063734,2580419,5410970
2014,인천광역시,서구,산업용,265335675,247409472,252647674,252847746,244373524,254503372,286433188,284850192,276446219,289175625,289797724,311135107
2014,인천광역시,서구,농사용,753425,824041,702825,708056,949755,979549,783870,823134,826864,711490,726252,686866
2014,인천광역시,서구,가로등,2896053,2841097,2481218,2468575,2286754,2080401,2089164,2232589,2339085,2645952,2933607,3049424
2014,인천광역시,서구,심 야,3985259,3791329,2948253,2133530,1287037,729967,556812,575662,501178,687776,1638053,2978170
2014,인천광역시,남동구,주택용,60456736,60430431,52269464,54442816,51737474,53841144,56066800,62432354,57268222,52255812,54871919,58218012
2014,인천광역시,남동구,일반용,79278126,74079757,64298863,60252183,56757835,63226365,71993867,76653300,69706749,59958434,59113243,72504739
2014,인천광역시,남동구,교육용,3593021,3752857,3467312,2425630,2017395,2148309,2850616,2219941,2272058,2031165,2506085,5381987
2014,인천광역시,남동구,산업용,219953080,208475590,207618249,204423474,182921277,189612910,204746890,186446626,183620198,190359750,192234738,217735351
2014,인천광역시,남동구,농사용,956384,920167,742540,593947,497714,440671,466391,603686,624915,502828,647375,846732
2014,인천광역시,남동구,가로등,2342445,2332384,1993376,1950214,1798484,1665747,1598676,1735085,1888126,2136188,2269419,2332973
2014,인천광역시,남동구,심 야,4019594,3923668,3051025,2201284,1529814,1533283,1609713,1646491,1448718,1043767,1688395,3014809
2014,인천광역시,부평구,주택용,61658605,61533230,53150026,55066120,53415517,54423863,56353283,62472142,57487153,52228243,55797176,58982679
2014,인천광역시,부평구,일반용,72588287,68292294,58987529,54658022,51871161,57603932,66259314,71010746,63813435,54374069,53577148,65921250
2014,인천광역시,부평구,교육용,4083490,4103819,3836741,2716404,2259262,2390754,3221815,2336471,2524183,2251597,2800156,6251377
2014,인천광역시,부평구,산업용,83835426,77412973,78620589,76267539,72535755,75417502,81426376,72963905,69469266,72727908,72147064,81122975
2014,인천광역시,부평구,농사용,63953,64886,61336,66574,70702,83030,89118,88575,84045,67952,59863,56426
2014,인천광역시,부평구,가로등,1625164,1551346,1382818,1315151,1193731,1114397,1085368,1199464,1253159,1458634,1591666,1651971
2014,인천광역시,부평구,심 야,4723331,4648562,3597263,2614918,1653841,1213185,1097019,1002495,858333,888319,1918426,3575747
2014,인천광역시,계양구,주택용,37233650,37153396,32151794,33574857,31461304,32400178,33510135,37150769,33965987,31081521,33122120,34833630
2014,인천광역시,계양구,일반용,41919293,39200919,34147070,31767574,30182552,33914781,38362848,40209437,36255050,31055050,31037346,38238135
2014,인천광역시,계양구,교육용,2906695,2945291,2891924,2071766,1850241,1937033,2401872,1904077,2004267,1848917,2198814,4272082
2014,인천광역시,계양구,산업용,35127484,31803040,31605700,30166424,28799730,29543192,32156579,32048626,30675717,30445755,30762314,35151245
2014,인천광역시,계양구,농사용,750394,712961,591669,557773,515437,498638,515029,689908,734609,591468,749610,764441
2014,인천광역시,계양구,가로등,1329488,1341559,1109298,1089425,984205,904773,875514,978506,1037839,1122605,1244132,1280581
2014,인천광역시,계양구,심 야,2849915,2771477,2124971,1499395,895493,548987,416063,391650,362605,447136,1649222,1590500
2014,인천광역시,연수구,주택용,40326723,39573861,34780786,36217324,34388051,36272641,39481981,43828303,39006453,35097134,37093877,39674569
2014,인천광역시,연수구,일반용,48996334,45310826,41254760,38442705,36943090,41294918,49320186,51363841,46490310,40448630,39714110,49557984
2014,인천광역시,연수구,교육용,7164138,6684647,7002194,5782104,5577988,6312145,7364741,6823383,7017012,5786047,6109634,9504296
2014,인천광역시,연수구,산업용,63038772,56653938,56597691,49009937,36320174,51227304,56101883,51928427,52802506,53122585,52412523,63811824
2014,인천광역시,연수구,농사용,46300,45412,43178,35293,31614,28885,29851,31080,31561,33075,36768,54445
2014,인천광역시,연수구,가로등,2252581,2169736,1903892,1970778,1761630,1655434,1538211,1720235,1794726,2039780,2248532,2273861
2014,인천광역시,연수구,심 야,1520873,1484005,1163450,812558,471150,394351,492772,448953,381249,194518,656023,1160111
2014,인천광역시,강화군,주택용,6853358,7033464,6073587,6108639,6113713,5932597,5867246,6805316,6334462,5954764,6303248,6498024
2014,인천광역시,강화군,일반용,16596815,15963355,13264213,11871170,10581408,10032574,10765346,12831293,11504095,9978836,11340899,13719068
2014,인천광역시,강화군,교육용,1323031,1221261,978037,1035576,695201,700525,852132,803885,720199,694986,872198,1602718
2014,인천광역시,강화군,산업용,5134675,5047552,4444225,4729417,4224370,4282280,4332447,4337647,4307092,4417561,4909328,5286947
2014,인천광역시,강화군,농사용,4365693,4524906,3986053,4017101,4528062,4752990,4876755,7214370,7860306,6146678,9700549,7945039
2014,인천광역시,강화군,가로등,1032878,923675,885526,805866,749797,682473,706553,778250,838795,932805,997247,1070398
2014,인천광역시,강화군,심 야,22664043,22737228,17079438,12544406,8843033,4892527,2896731,2675424,2783821,4228459,9511183,16298258
2014,인천광역시,옹진군,주택용,1862620,1776116,1582058,1736001,1666398,1658091,1609742,1858056,1713374,1580503,1736424,1785661
2014,인천광역시,옹진군,일반용,10623027,10172423,8670932,8119608,6944559,6301733,6355408,7609354,7016198,6159498,6755099,8187195
2014,인천광역시,옹진군,교육용,277923,245462,211208,207142,118666,101145,113141,101942,114909,97508,116361,252509
2014,인천광역시,옹진군,산업용,927121,770947,2479771,2297657,12484338,13489744,8471419,2620587,9981949,9587198,3102382,972581
2014,인천광역시,옹진군,농사용,829440,919506,1033033,1194639,897548,820021,853666,1097029,1271362,1016557,2860214,1592049
2014,인천광역시,옹진군,가로등,354811,319414,298374,275001,249889,227353,233555,264150,284075,322251,344014,367594
2014,인천광역시,옹진군,심 야,5262271,5004231,3819470,3046253,2181770,1217743,668644,659495,669515,1101144,2291114,3687014
2014,광주광역시,동구,주택용,11908622,11870862,10452033,10876396,10144108,10241594,10220329,11322612,10622942,9860901,10659646,11243660
2014,광주광역시,동구,일반용,34853021,33114791,30050901,28143861,26055418,28644756,31501669,34666781,30570935,27365269,26981203,31473823
2014,광주광역시,동구,교육용,4101273,3715106,3417865,3378511,2775800,2945044,3280592,3512354,3201961,3012217,3004403,3882900
2014,광주광역시,동구,산업용,2753218,2579559,2461704,2198799,2063787,2201286,2263760,2384607,2157766,2068666,2168517,2522208
2014,광주광역시,동구,농사용,76914,82052,70184,70421,60441,53340,56322,61777,95005,65164,77779,69807
2014,광주광역시,동구,가로등,789280,743453,671188,655258,605518,574134,573718,596117,641635,693319,750917,795277
2014,광주광역시,동구,심 야,3250336,3208976,2567069,2049148,1535704,1182430,1177556,1036939,969889,934499,1498386,2362291
2014,광주광역시,서구,주택용,37091481,37156149,32807804,34465389,32107045,32413802,32256425,36870420,34220213,31264282,33093063,34752384
2014,광주광역시,서구,일반용,70544794,68179156,60557176,58594064,54041542,59120750,64311598,71369985,64664578,56951844,55394424,63251044
2014,광주광역시,서구,교육용,2172779,1931836,1837272,1701889,1214376,1260396,1675044,1648382,1471106,1375665,1389110,2205594
2014,광주광역시,서구,산업용,27067731,25518345,27016923,25971822,24924999,26455278,30363055,25397979,23227377,22312986,25633215,29003109
2014,광주광역시,서구,농사용,585134,673289,521544,448226,312388,380620,420802,384201,436792,346578,578838,374585
2014,광주광역시,서구,가로등,1409106,1393274,1195284,1151288,1060117,994042,920793,1011488,1108959,1193797,1348823,1370558
2014,광주광역시,서구,심 야,3977808,4071866,3352573,2889874,1929667,1525807,1442803,1482220,1239475,1177039,1794791,2840465
2014,광주광역시,북구,주택용,51782044,51093139,45085168,46852609,44094681,44641759,45039591,50247795,46620631,43334991,46832734,48977831
2014,광주광역시,북구,일반용,64734362,61814653,54308784,52113610,48136522,53455784,57899730,64331213,57230653,49847761,50635700,58754391
2014,광주광역시,북구,교육용,12449073,11161887,11200331,9443791,8439724,9158930,10975762,10453140,9694193,8800048,9339526,13194729
2014,광주광역시,북구,산업용,57405286,53202722,57764461,58150087,58267463,60058530,65607721,64920491,61303094,60528328,58761472,60579173
2014,광주광역시,북구,농사용,2628657,2424118,1824774,1204383,933444,893591,1094364,1425966,1162178,889046,1561463,1984409
2014,광주광역시,북구,가로등,1709921,1580811,1415761,1338127,1204191,1133496,1105693,1185797,1287920,1416038,1557937,1590616
2014,광주광역시,북구,심 야,6390707,6167952,4967050,3804531,2318150,1610825,1593218,1547589,1316749,1251028,2724674,4508517
2014,광주광역시,광산구,주택용,44875374,44754866,39556721,41634575,38834574,39304288,38952235,44759133,41840812,38188502,40815239,42646836
2014,광주광역시,광산구,일반용,59973196,57570156,50980890,49321194,44880050,48905093,52923612,59936404,53923541,47415867,47381899,54536199
2014,광주광역시,광산구,교육용,5427077,4941887,4861408,4540488,3176731,3305967,4089074,3849932,3727869,3431284,3684738,5759094
2014,광주광역시,광산구,산업용,167599932,159419027,168706082,169784956,161762996,166459587,176483276,160788358,158042147,163119716,167133635,175825903
2014,광주광역시,광산구,농사용,6153875,5995858,4817815,3175774,1996128,1942649,1972483,2552356,2560719,2022639,3718494,4636286
2014,광주광역시,광산구,가로등,2419070,2284910,2036924,2005846,1821736,1733860,1649782,1739180,1874957,2023953,2213785,2267961
2014,광주광역시,광산구,심 야,5398961,5267368,4364843,3483440,1688341,1104085,870702,850269,755539,805402,1984850,4097271
2014,광주광역시,남구,주택용,25493484,25523479,22226066,23097824,21762131,22007546,22369290,24678846,23014323,21509625,23661947,24966395
2014,광주광역시,남구,일반용,26709460,24970691,21798830,20469754,18932537,21319996,23343119,25488073,22652890,19847579,20730027,24414840
2014,광주광역시,남구,교육용,3257999,2996680,2917647,2625251,1967690,2064946,2518589,2346943,2346526,2126444,2265849,3511352
2014,광주광역시,남구,산업용,2639671,2505384,2261710,2274092,2034003,2159898,2299566,2376076,2350966,2211047,2402994,2598127
2014,광주광역시,남구,농사용,1124121,1065890,1021946,601670,452242,570831,482814,592533,549292,457532,1189420,1002743
2014,광주광역시,남구,가로등,1081099,1042890,918694,886623,830859,817096,794324,869190,926701,986843,1090922,1119546
2014,광주광역시,남구,심 야,4100651,3732655,3262891,1998765,1072081,592063,465814,418903,470115,712757,1852363,3272005
2014,대전광역시,동구,주택용,28533871,28627758,24874065,26122484,24223521,24750333,24956756,27919226,25448543,23583563,25796708,26983479
2014,대전광역시,동구,일반용,36292381,34932134,30044236,28649873,26337229,29491603,32010097,35160636,31161542,27282465,28026778,32765563
2014,대전광역시,동구,교육용,5498662,5005276,4663636,4142537,3182013,3436618,3701192,3531704,3337804,3190695,3697573,5249105
2014,대전광역시,동구,산업용,7724774,7202206,6516562,6417112,5762068,6080981,6281291,6053216,5779609,5645130,6072281,7054161
2014,대전광역시,동구,농사용,296460,358818,340844,306814,250481,248571,231655,330212,368002,251989,355150,229325
2014,대전광역시,동구,가로등,1073725,1008808,918883,910380,831892,800565,800948,859619,929694,1002819,1059939,1090018
2014,대전광역시,동구,심 야,11945705,11803081,9015850,6450695,3545698,1951266,1452701,1312061,1471729,1889234,4956228,8813613
2014,대전광역시,중구,주택용,29933864,29900991,25738945,26492312,24670963,25163061,26098199,28114624,25790896,24341001,26956532,28276282
2014,대전광역시,중구,일반용,48452299,45843442,39896889,38081312,36460342,41150605,46545019,48744424,42866017,36845209,38266610,45192226
2014,대전광역시,중구,교육용,2913027,2767700,2519574,2239582,1586952,1598053,1874775,2043392,1758366,1547686,1744348,2500035
2014,대전광역시,중구,산업용,3655131,3400943,3069599,3174471,2897929,2917836,3054034,3082808,3007151,2779901,2987931,3257945
2014,대전광역시,중구,농사용,168947,156939,122410,96734,95439,113036,109893,187252,175839,127619,191848,165334
2014,대전광역시,중구,가로등,1027308,955983,862872,839020,772075,734228,726844,784614,853782,919393,988830,1007228
2014,대전광역시,중구,심 야,12297914,11291760,8107773,5200511,3256814,2310085,2105713,2238172,2327208,3046531,6523652,10261867
2014,대전광역시,서구,주택용,55582197,55637038,48790478,51038731,47502696,48646080,49623779,56699460,51019726,46768656,50456326,52996465
2014,대전광역시,서구,일반용,90138616,86987476,77323651,73604581,68141481,75344715,83751855,92393156,82153893,71568885,70584697,81802915
2014,대전광역시,서구,교육용,6509268,6191979,5269429,4973619,3674223,3972939,4512965,4487224,4111757,3805690,4364509,6423065
2014,대전광역시,서구,산업용,4869281,4681800,4370441,4216491,3916901,3972115,4231497,4419213,4305190,4132814,4298163,4640589
2014,대전광역시,서구,농사용,509842,502619,419377,304988,248345,279641,298506,493025,446309,311058,513997,463184
2014,대전광역시,서구,가로등,2031050,1934884,1750364,1820758,1705621,1657167,1579366,1604096,1619779,1706280,1872375,1931389
2014,대전광역시,서구,심 야,10405824,10309328,7971425,6019012,3894150,3027692,2823072,2476306,2311769,2159380,4210319,7316269
2014,대전광역시,대덕구,주택용,22138178,22234042,19383621,20195920,18685835,18948407,19020399,21538980,19744975,18398892,19582693,20470071
2014,대전광역시,대덕구,일반용,31408976,30600721,26686192,25688531,22837021,24853928,27330307,30352776,27275787,24115248,24464226,28155967
2014,대전광역시,대덕구,교육용,2808151,2576411,2238074,2074345,1537542,1624128,1739052,1713027,1574636,1583590,1787837,2813107
2014,대전광역시,대덕구,산업용,178757857,167636919,181596697,181344947,179244573,184401048,195966833,177337691,172641719,180086640,172428696,179800570
2014,대전광역시,대덕구,농사용,224037,228060,208216,216994,222528,267974,286924,356404,404864,311978,350715,213646
2014,대전광역시,대덕구,가로등,1043306,1000757,899083,892312,803336,765709,747254,778396,820344,923780,1019162,1050885
2014,대전광역시,대덕구,심 야,6035030,6253538,4945915,4000196,2196216,1260262,784921,632912,662175,801651,2015065,3849768
2014,대전광역시,유성구,주택용,36951045,36678233,32340348,33896891,31995243,33693562,35113100,38707423,35005699,32730469,35453132,37179503
2014,대전광역시,유성구,일반용,93557353,87526531,82292325,76871657,74888246,81081938,91771097,93144583,82788323,76957945,78947144,91820748
2014,대전광역시,유성구,교육용,19065239,17155848,16409908,14643749,14354547,16168815,18691384,17695681,15593870,14386774,14942666,19977747
2014,대전광역시,유성구,산업용,78594937,74644297,79619297,75937997,75569621,79975166,89322798,88062200,82000883,81893787,82034720,86766129
2014,대전광역시,유성구,농사용,1750881,1670783,1320228,970409,952452,1065640,1064643,1288613,1145949,926772,1557237,1575882
2014,대전광역시,유성구,가로등,1940035,1831019,1590775,1570155,1450415,1390845,1364681,1481189,1633976,1773257,2000573,2089806
2014,대전광역시,유성구,심 야,7160831,6768295,5146822,3489610,2342705,2041663,2725567,2492226,1833971,1891284,3723780,5845880
2014,울산광역시,북구,주택용,20565278,20473230,18041544,18803959,17667240,18045491,18274714,20990572,18892916,17702939,18763460,19691927
2014,울산광역시,북구,일반용,23967589,22747319,20480514,19673379,18322099,19550881,21481346,23791191,21051849,19027978,19610006,22510052
2014,울산광역시,북구,교육용,1606893,1751886,1610547,1317167,995348,1065558,1396170,1170720,1190582,1042406,1226410,1972884
2014,울산광역시,북구,산업용,168519415,156514807,168126879,161227919,152929323,157633450,173435473,137563149,129789738,158185610,157396613,174299610
2014,울산광역시,북구,농사용,1366771,1347339,1021153,778988,607373,632014,581126,780394,761492,625238,855042,952300
2014,울산광역시,북구,가로등,1087820,1007144,901572,899226,819735,776244,785261,838685,901846,980897,1063794,1110558
2014,울산광역시,북구,심 야,3256024,3186178,2583962,2003366,1285446,819231,676843,568325,626715,854862,1538087,2420509
2014,울산광역시,동구,주택용,19007845,19627811,17509330,18317477,17066468,17315594,17490776,19653099,18419989,16934407,17909466,18534562
2014,울산광역시,동구,일반용,21302136,20370529,18719225,18215925,17231874,18336114,20294267,22495789,20412004,18290411,17881918,19789762
2014,울산광역시,동구,교육용,1617975,1530552,1519349,1371676,1084119,1075327,1229957,1352426,1249504,1135381,1166134,1519486
2014,울산광역시,동구,산업용,107212569,104149631,111110760,104381548,103255923,108158647,128645440,101940507,106242281,109980647,105688131,118997933
2014,울산광역시,동구,농사용,134029,82380,96629,93052,95249,123998,132040,106086,125724,167131,155666,118943
2014,울산광역시,동구,가로등,659194,610398,569393,541989,497129,470075,465781,490623,526166,569029,609917,643547
2014,울산광역시,동구,심 야,1643051,1642450,1349158,1075632,688508,396928,274763,225984,249861,300008,647064,1024874
2014,울산광역시,중구,주택용,26612879,26767089,23849862,24407430,22662011,22797763,23080728,27460307,24538252,22705925,24450486,25532563
2014,울산광역시,중구,일반용,27844572,26668719,23830552,22614657,21583894,23450116,25786615,29729632,25637917,22902993,22812759,25914302
2014,울산광역시,중구,교육용,1483088,1465655,1555787,1418663,1044659,1079580,1314528,1226671,1244228,1056215,1174293,1707520
2014,울산광역시,중구,산업용,2089902,2045969,1872160,1932856,1771375,1940023,2080213,2179684,1987031,1904380,1921821,2159796
2014,울산광역시,중구,농사용,213491,199946,162245,121522,110113,115509,113515,140891,175073,134868,134375,178315
2014,울산광역시,중구,가로등,959091,881385,820050,776131,752723,694477,708121,763630,817955,895559,1027515,1054848
2014,울산광역시,중구,심 야,2578695,2541004,2108218,1634666,967402,552249,461497,414294,398319,507769,1052842,1771195
2014,울산광역시,남구,주택용,40651297,40702151,36184833,37370740,34831335,35583509,35864495,42985848,37782754,34597197,36746364,37971147
2014,울산광역시,남구,일반용,71757513,69067843,62655347,58357840,54987287,58967526,64737661,75354519,64249304,56272768,55841644,63283766
2014,울산광역시,남구,교육용,4321033,3879788,4031562,3387005,2930376,3144517,3734328,3705998,3327579,2973163,3244455,4594008
2014,울산광역시,남구,산업용,1133225119,1024485777,1148551816,1141993097,1159062552,1126193199,1188454258,1187147015,1134786771,1149407290,1077794291,1178100411
2014,울산광역시,남구,농사용,64854,63339,57704,51333,44828,39830,37188,52731,63533,42227,51613,54466
2014,울산광역시,남구,가로등,1243564,1197463,1039941,1011470,949703,898017,859126,912854,970905,1054504,1173187,1178707
2014,울산광역시,남구,심 야,6286317,6152668,5162777,4024729,2687306,1706502,1956057,1808424,1404333,1456585,2868482,4474701
2014,울산광역시,울주군,주택용,23405046,23650806,20973646,21722284,20445565,20647264,20563840,23813284,21974048,20351718,21898977,22645744
2014,울산광역시,울주군,일반용,33418328,32366370,28965819,27592955,25199123,26157445,27872417,32049639,28475052,25962206,27719262,30806442
2014,울산광역시,울주군,교육용,5188967,4799014,4757423,4052816,4027537,4382433,5343101,5035079,4704000,4233704,4421181,6043424
2014,울산광역시,울주군,산업용,811485024,727425016,818476133,777963415,789562824,764128882,793420371,777043672,770012716,816927958,791839987,806732041
2014,울산광역시,울주군,농사용,6520606,6434114,5525691,5318535,4708775,5026299,5301956,6489670,6477790,5196889,6049256,5685176
2014,울산광역시,울주군,가로등,1549217,1445329,1360187,1346327,1273729,1195814,1171201,1263845,1326485,1410885,1506094,1574160
2014,울산광역시,울주군,심 야,12609778,12455364,10224698,8139699,5513154,3401050,2543420,2202806,2576137,3518350,6351311,9383567
2014,경기도,의정부시,주택용,48326711,48324005,41483232,43132048,40568980,42037100,43146247,47474087,43649666,40433191,43559523,45728074
2014,경기도,의정부시,일반용,67033271,62706598,53111384,49512546,46359988,53117492,59653436,63573349,56483173,47904986,50090491,61781506
2014,경기도,의정부시,교육용,4280690,4033516,3291999,2711655,2065565,2446854,3061225,2183517,2540516,2128890,2648731,4531851
2014,경기도,의정부시,산업용,25395840,22250793,21395355,20216260,19631958,20044118,21430319,21333311,19571789,19567282,20074733,25232825
2014,경기도,의정부시,농사용,421466,424462,355370,318701,302412,321168,340766,424734,480026,404202,594956,435105
2014,경기도,의정부시,가로등,1576725,1505945,1395957,1373286,1299121,1225182,1238689,1305700,1353016,1441348,1575563,1660241
2014,경기도,의정부시,심 야,5099492,4857430,3645781,2684384,1896230,1526017,1446619,1339115,1159203,1274087,2413809,3817427
2014,경기도,광명시,주택용,36020840,35747935,31073897,32577498,30553717,31543929,32507943,36206442,33298586,30184200,32089305,33580037
2014,경기도,광명시,일반용,39755836,37061294,32935979,31519851,30663908,32385155,37405252,39242451,34815812,32664102,31523862,37348135
2014,경기도,광명시,교육용,1918505,1884705,1534967,1378133,1054210,1224888,1781089,1228047,1477228,1091294,1237990,2096893
2014,경기도,광명시,산업용,25494329,23935866,24082899,23041599,21144832,23359588,27224618,22367328,20496669,19299265,23421529,26857827
2014,경기도,광명시,농사용,780423,778144,648918,570533,493001,500965,508875,583466,578104,517403,625150,699795
2014,경기도,광명시,가로등,1317359,1285160,1169211,1116509,1060588,999055,970283,1001986,1054129,1150753,1262912,1323789
2014,경기도,광명시,심 야,3096958,2976818,2264145,1665101,1034272,622529,586744,487521,468613,617957,1428804,2376081
2014,경기도,평택시,주택용,51226751,51417547,44771812,46635379,43632195,44805263,45958826,52084138,47910975,43776308,46635255,48935732
2014,경기도,평택시,일반용,112365399,101989432,88202519,81244783,74606547,83946916,94456913,100560577,90942952,79451387,82371008,99333966
2014,경기도,평택시,교육용,5454123,5226070,4534746,3736695,2825511,2926036,3671889,2925250,3163787,2847869,3563642,5869131
2014,경기도,평택시,산업용,451836817,420240199,438235825,430946863,421808590,423836552,448673213,416406870,406166479,426104880,412346404,450857294
2014,경기도,평택시,농사용,14552716,14491006,11785622,12480630,16785635,16778283,15060568,15138211,14343698,11618433,14743421,13573804
2014,경기도,평택시,가로등,2852143,2700162,2407337,2380630,2133835,2018753,1959390,2102436,2267360,2484803,2752606,2844461
2014,경기도,평택시,심 야,31475413,30626498,23144905,16342061,9949910,5344516,3521088,3301418,3597875,5740666,14011177,23921079
2014,경기도,동두천시,주택용,11591738,11307994,9987527,10088748,9625935,9779472,10284952,11057964,10062983,9675457,10347347,11098401
2014,경기도,동두천시,일반용,23589684,22876497,19174364,17895473,15710649,18710757,20247451,22395713,20526110,15693604,16334707,19657592
2014,경기도,동두천시,교육용,1296658,1136408,898822,787024,506425,532747,639376,610430,562428,517571,620049,1153852
2014,경기도,동두천시,산업용,20761740,19084250,19053665,19710933,18279438,18752815,20144766,18888413,18406473,21968237,22147511,28050125
2014,경기도,동두천시,농사용,811050,770472,568427,491059,424419,448391,481575,618732,629887,524180,691224,751070
2014,경기도,동두천시,가로등,670604,610286,551453,518981,467788,435964,429566,469460,515268,571123,625291,653662
2014,경기도,동두천시,심 야,4727081,4498344,3383223,2340318,1386337,743407,518386,482808,572577,934691,2201847,3677079
2014,경기도,안산시,주택용,79484760,79024367,68952386,72131538,67836213,69546417,71544161,80587834,72926138,66463864,71193274,74418359
2014,경기도,안산시,일반용,111845502,105018536,90536491,84158260,76906384,85019829,96553789,104105528,92860393,79827156,80909082,100602019
2014,경기도,안산시,교육용,8792149,7825472,6792546,6974039,5292651,5403718,6427431,6319161,6116033,5587332,5588982,7991101
2014,경기도,안산시,산업용,529762098,495686822,527258095,513943977,488928830,499997022,544812656,510630708,488891309,511488309,489413817,526520369
2014,경기도,안산시,농사용,1674667,1669290,1656849,1372007,1081288,1104667,1130702,1412048,1618879,1331128,1511862,2065317
2014,경기도,안산시,가로등,3476977,3289171,2936014,2874259,2563712,2428796,2351864,2484447,2703342,2952368,3264776,3335787
2014,경기도,안산시,심 야,7859445,7870753,6097022,4631031,2924103,1784122,1219561,1181336,1133587,1392187,3083079,5456758
2014,경기도,과천시,주택용,7034519,6980348,6011643,6346944,5998248,6276551,6559530,7054401,6394280,6028183,6515939,6701229
2014,경기도,과천시,일반용,22611436,21020684,19668877,17928741,17071008,18355060,20181696,20929060,18553734,16905557,17113592,20171313
2014,경기도,과천시,교육용,1578307,1465947,1279080,1140377,1108138,1254353,1659574,1653757,1434288,1141016,1065303,1542122
2014,경기도,과천시,산업용,3812497,3551083,3630281,3539429,3632315,3689830,3922077,3940774,3804565,3719093,3666713,3788975
2014,경기도,과천시,농사용,981574,1028055,875100,751685,591527,544252,539560,584819,558338,518877,654680,849706
2014,경기도,과천시,가로등,621215,589607,522734,510260,477944,469708,462669,481498,499508,511458,573668,574638
2014,경기도,과천시,심 야,585335,569571,467300,464893,477081,833209,1145068,1159472,630731,322876,417340,552719
2014,경기도,구리시,주택용,20706616,20629122,17807241,18439694,17289188,18020575,18758365,20681335,18667311,17091757,18278844,19290386
2014,경기도,구리시,일반용,33744598,31758615,27044332,25309557,23761540,27247563,30926020,33096320,29258398,24896411,25903955,31381612
2014,경기도,구리시,교육용,1181422,1155447,987220,852685,666709,780495,1078055,781888,917498,698220,798644,1243978
2014,경기도,구리시,산업용,10762517,10034075,9520930,9186554,8664341,8981337,9174396,9051076,8424746,9005083,8922168,10442607
2014,경기도,구리시,농사용,901921,850293,697976,692204,674898,716228,778189,798419,736980,661786,660696,704604
2014,경기도,구리시,가로등,1060754,953483,839499,808495,729260,667489,645882,703802,768581,869978,995700,1051595
2014,경기도,구리시,심 야,1181831,1143020,900131,682270,557377,521597,505126,759799,522915,197259,608155,833782
2014,경기도,오산시,주택용,24166552,24167975,21099494,22225525,20865673,21518122,21994774,24812620,22516849,20684023,22076363,22955516
