연도,시도,시군구,계약종별, 1월, 2월, 3월, 4월, 5월, 6월, 7월, 8월, 9월, 10월, 11월, 12월
2014,서울특별시,종로구,주택용,23927779,23261797,20444406,20788789,19726444,21176000,23057012,25028593,22412160,20029634,20532856,22344130
2014,서울특별시,종로구,일반용,112558210,105822983,95023676,89687316,86672086,100590263,115802102,117397411,103884476,90325098,88813459,108822346
2014,서울특별시,종로구,교육용,9364161,8765126,7447769,7033217,6325705,7660249,8539203,8426839,8110248,6747050,7108736,9425672
2014,서울특별시,종로구,산업용,6403570,6173428,6397246,6351295,5574156,6011040,6081911,5846640,5947788,5670483,5689025,6386678
2014,서울특별시,종로구,농사용,2074,2377,1805,1575,1521,1987,1897,1960,1683,1562,2103,2818
2014,서울특별시,종로구,가로등,1123389,1060439,946890,940125,872822,812445,803092,862372,919301,990662,1076922,1120461
2014,서울특별시,종로구,심 야,5172249,5002788,4013821,3353728,3505105,4469528,5896921,5653980,4517222,2328146,2454887,3730286
2014,서울특별시,중구,주택용,17158652,16776249,14620963,14962036,14144692,15064342,16214504,17771211,15805388,14223214,14930278,16183777
2014,서울특별시,중구,일반용,176427394,163432399,153600962,146875587,147324800,167393512,192305686,189116906,169090375,148970818,142104156,172163784
2014,서울특별시,중구,교육용,5238462,4729905,4152317,3308879,3039072,3591472,4001853,3639645,3683013,3169497,3659029,5913867
2014,서울특별시,중구,산업용,23293538,22157472,21287443,20197673,17642469,19716362,21332493,21479904,20609290,18740920,18610592,22103822
2014,서울특별시,중구,가로등,1778896,1686912,1545162,1594141,1500089,1483511,1480019,1507106,1552318,1574324,1664238,1697116
2014,서울특별시,중구,심 야,1332948,1147895,1115924,1629850,3924210,7332789,10229697,9382313,7518367,3058569,992228,965888
2014,서울특별시,용산구,주택용,35752122,35275570,30563846,31508624,29727040,32023889,34768872,38343036,34347827,30161732,31189978,33578538
2014,서울특별시,용산구,일반용,71420192,67142117,59114755,56261499,54362556,64356266,73883899,76741239,68340068,57134300,55170319,67268577
2014,서울특별시,용산구,교육용,5136632,4785004,4162598,3940189,3543095,4176644,4884372,4702018,4518612,3927171,3889168,5217265
2014,서울특별시,용산구,산업용,8539949,8305404,7840810,7852002,7373438,7957598,7921230,8519886,8250590,7721799,7706249,8550771
2014,서울특별시,용산구,농사용,317,300,220,168,131,120,106,101,88,92,83,73
2014,서울특별시,용산구,가로등,1539643,1436106,1290353,1267174,1160039,1105251,1077700,1139894,1213650,1294037,1405987,1472008
2014,서울특별시,용산구,심 야,1078960,1049106,821985,614771,516344,905010,1300095,1270003,700014,478248,512677,793222
2014,서울특별시,성동구,주택용,35775299,35489902,30832932,32159592,29985519,31778656,33354523,37463938,33609195,30169397,31444063,33253863
2014,서울특별시,성동구,일반용,58216831,55045092,48611789,45508872,43154300,49265004,56317376,58935123,52981773,46348673,46234375,57189999
2014,서울특별시,성동구,교육용,6624160,6315824,6096420,5360044,5215282,4666471,8018354,6318367,5913366,5104602,5314386,7456244
2014,서울특별시,성동구,산업용,67115627,63249120,62396728,62606843,59343753,61805222,65247534,66568782,62973275,60762086,60266351,64159190
2014,서울특별시,성동구,농사용,98,107,95,98,73,30,17,101,204,158,95,147
2014,서울특별시,성동구,가로등,1285120,1239499,1131313,1064322,1009623,968227,925048,981447,1044769,1101189,1218021,1281588
2014,서울특별시,성동구,심 야,839921,812369,603645,376101,211411,237939,326030,344248,271091,184456,238147,530450
2014,서울특별시,동대문구,주택용,44107912,43715310,38166968,39681108,37289501,39303406,41425555,45771600,41546813,37455976,39287606,41816884
2014,서울특별시,동대문구,일반용,62998542,60106097,52075756,48941158,45669780,52590171,59606818,64120563,56739743,47895422,47051853,56319915
2014,서울특별시,동대문구,교육용,8403781,7604967,6878363,6247777,5645109,6329271,7360155,6938700,6376998,5863188,6221371,8655079
2014,서울특별시,동대문구,산업용,14720417,14293881,12853277,12736703,11882457,12886722,14343889,15709079,14697072,12648540,12612980,14217425
2014,서울특별시,동대문구,농사용,2277,2742,2417,2112,2020,2816,3287,3420,3095,2758,5431,6021
2014,서울특별시,동대문구,가로등,1240608,1170474,1095934,986281,906063,826751,804640,852828,923345,1028992,1135149,1208160
2014,서울특별시,동대문구,심 야,1411097,1374304,1087350,787233,748092,942358,1022817,992792,792081,387773,547328,955424
2014,서울특별시,성북구,주택용,55418201,55204887,47663549,49948918,46577408,48548825,50257472,55488860,50916958,46161663,48567462,50944037
2014,서울특별시,성북구,일반용,51955199,49481467,42765420,41035435,38219898,43776008,48690855,52121945,46925328,39797410,39366790,46730949
2014,서울특별시,성북구,교육용,14862976,13499881,12474859,11512544,10448174,12513923,13338014,12762393,12492216,10857132,11832266,16426557
2014,서울특별시,성북구,산업용,8865641,8498308,8334515,8191464,7732423,8360975,8909595,8917942,8420906,7711795,7826876,8620383
2014,서울특별시,성북구,농사용,9578,9968,9071,8987,7258,7340,8031,8895,8656,8220,8108,7377
2014,서울특별시,성북구,가로등,1565668,1463151,1372595,1259331,1168489,1111465,1099675,1142813,1229189,1337760,1434942,1531283
2014,서울특별시,성북구,심 야,3772271,3575556,2804836,1988394,1462057,1374009,1426349,1355970,1162386,983942,1719419,2942648
2014,서울특별시,도봉구,주택용,39246968,39224766,33812296,35299806,33074022,34360668,35615706,39008423,35555241,32732426,35077764,36595854
2014,서울특별시,도봉구,일반용,33781253,31974648,27137116,25462890,24103717,27431860,30785195,33093941,29543682,25012631,24867392,29698812
2014,서울특별시,도봉구,교육용,3439758,3224062,2786492,2542152,1746952,1917551,2357652,2111522,1967190,1731636,2027296,3377751
2014,서울특별시,도봉구,산업용,6480473,6037326,5646878,5957687,5615035,5999896,6409340,6613969,6293516,5778030,5901366,6198586
2014,서울특별시,도봉구,농사용,19796,19056,14185,12854,13494,15000,14792,15876,17349,14505,14407,12292
2014,서울특별시,도봉구,가로등,853540,781568,696122,671533,598878,555817,542216,592038,645549,709486,782780,816969
2014,서울특별시,도봉구,심 야,1055768,1042179,788069,602285,390019,343337,369039,315606,268280,277312,468023,815138
2014,서울특별시,은평구,주택용,54044713,54279347,47165373,49020850,46067162,47638823,49168035,55153702,50264492,45784543,48166271,50598528
2014,서울특별시,은평구,일반용,45722515,43662007,37365388,35717400,33310310,37747808,42698232,46771791,41832861,35229720,34682564,40614762
2014,서울특별시,은평구,교육용,3455001,3362519,2825821,2506696,1790835,2059722,2887900,2335240,2423749,2013868,2224331,3880269
2014,서울특별시,은평구,산업용,14179939,13765169,13072478,14047120,13272107,14034438,14654170,15550943,14513385,13593686,13212535,12702771
2014,서울특별시,은평구,농사용,12134,10161,10687,10112,8942,5647,6628,8230,7895,6516,5525,6948
2014,서울특별시,은평구,가로등,1249215,1126947,1061410,978033,889576,851869,827285,886252,955555,1064309,1143757,1225765
2014,서울특별시,은평구,심 야,1712768,1670953,1246679,946622,718348,623208,563295,487352,461374,482186,700761,1160203
2014,서울특별시,서대문구,주택용,36455166,35780285,31685599,32535419,30844168,32317919,34178838,37299525,33845078,30969943,32378022,34495368
2014,서울특별시,서대문구,일반용,51659538,48354775,43296090,42012673,40884392,46774365,53049366,54806453,49207760,42310133,41118071,49364763
2014,서울특별시,서대문구,교육용,16024763,14258312,14107686,12481424,12546776,14413773,16317655,15369070,14032643,12846664,12497016,17641314
2014,서울특별시,서대문구,산업용,2979973,2855754,2714670,2746882,2589341,2743613,2849679,2921018,2896945,2712726,2709949,2994787
2014,서울특별시,서대문구,농사용,3783,5017,4875,4070,3093,2009,2423,2355,1977,2716,4823,6057
2014,서울특별시,서대문구,가로등,991684,916810,836438,797605,715926,678184,652073,694775,760521,824511,895526,950448
2014,서울특별시,서대문구,심 야,1219316,1175390,911749,738729,730042,770164,921032,921328,771764,660120,507349,898806
2014,서울특별시,마포구,주택용,49187415,48377047,41757178,43589168,40978053,44065700,47379955,52088763,47091060,41783730,43945320,47536677
2014,서울특별시,마포구,일반용,103413086,97020967,88930422,83543923,81092883,90126548,103323630,108834127,97881549,87444171,84063932,99910425
2014,서울특별시,마포구,교육용,5648637,5197414,4880653,4196521,3877841,4375583,5003349,4487252,4513903,3944225,4272770,6421049
2014,서울특별시,마포구,산업용,11574410,10815365,11203653,11002664,12267257,13057546,15444084,14872555,13454691,11386120,11050324,12302443
2014,서울특별시,마포구,농사용,14788,12970,12001,12715,12643,14038,15178,15577,12810,11893,10526,10550
2014,서울특별시,마포구,가로등,1737509,1631028,1443104,1410749,1269457,1203897,1158722,1248722,1359072,1502203,1625991,1691375
2014,서울특별시,마포구,심 야,2250970,2099913,2084226,1609155,1415617,1877153,2042496,1917689,1510520,1069739,1165014,1435983
2014,서울특별시,강서구,주택용,62409700,62271271,54711664,57210515,53821249,56967104,59724644,66559432,61000984,55197489,58099264,60848473
2014,서울특별시,강서구,일반용,90491042,85550019,73979288,70136118,66074014,74942552,84924837,90251466,81315398,68524865,67394802,81648652
2014,서울특별시,강서구,교육용,4004949,3765550,3002141,2804728,2059876,2325651,3074310,2520274,2663324,2171162,2458748,4033285
2014,서울특별시,강서구,산업용,23787274,21810378,22064958,21330113,20984200,20234371,22614193,22363909,21607133,21348448,21578940,23499160
2014,서울특별시,강서구,농사용,331018,291808,355000,398353,439271,487598,494814,593960,507570,461340,464416,337092
2014,서울특별시,강서구,가로등,1673664,1574035,1420239,1405518,1286638,1247413,1205792,1287263,1379498,1458821,1592190,1642255
2014,서울특별시,강서구,심 야,1249356,1226405,895374,634731,421266,371788,341677,318799,278130,262628,482694,881558
2014,서울특별시,구로구,주택용,51129837,50369362,44295473,45789757,43206262,45198462,47750358,52300198,47575471,43332572,45485780,48425101
2014,서울특별시,구로구,일반용,81949913,76050403,67869044,62786162,61510666,65490716,76772571,77883784,68877708,63968999,63183610,80326799
2014,서울특별시,구로구,교육용,3277664,3312461,2846448,2376188,1828536,2071510,2580615,1986163,2233025,1860146,2287813,3926900
2014,서울특별시,구로구,산업용,33950260,37319747,31797668,31703918,29236660,31473033,32599450,32518813,31238249,28839995,30600327,35439709
2014,서울특별시,구로구,농사용,26814,29237,25925,20888,20549,20580,21499,26908,25201,20549,20469,19146
2014,서울특별시,구로구,가로등,1266254,1226681,1117334,1035273,994941,939983,924877,890808,1003651,1073921,1174681,1239458
2014,서울특별시,구로구,심 야,1231438,1203582,940328,715759,1207590,2105731,2560317,2522929,1685514,636407,535477,863223
2014,서울특별시,영등포구,주택용,50611660,49133822,44049290,44567096,42008360,45044314,48133801,52042515,46736887,42453573,44237466,48188455
2014,서울특별시,영등포구,일반용,155378439,143550841,133668555,126007188,124483095,139789811,162084119,162678323,144546114,126527950,121512877,146955182
2014,서울특별시,영등포구,교육용,2618194,2528655,2037648,1875991,1337179,1443504,1876482,1628601,1603936,1388410,1453848,2415617
2014,서울특별시,영등포구,산업용,22885459,21213395,20611841,20302670,18938880,19202578,21083781,21147384,19948766,18813862,18538450,20666147
2014,서울특별시,영등포구,농사용,5065,4746,4041,4001,3593,4153,4316,4456,4540,4114,3432,3999
2014,서울특별시,영등포구,가로등,2168514,2088306,1888263,1768842,1645541,1549135,1490449,1552593,1671173,1795060,1969058,2064787
2014,서울특별시,영등포구,심 야,2066062,2023859,1840834,2385140,4422114,6821326,9554444,9151617,6951487,3256688,1613333,1753523
2014,서울특별시,동작구,주택용,45358546,45559007,39486381,41366834,38765159,40811477,42620598,47039261,42730090,38820484,41161650,42847156
2014,서울특별시,동작구,일반용,53796055,50631072,44980409,43808674,42243389,48816792,55063478,57911171,51773364,44364762,42758554,50440974
2014,서울특별시,동작구,교육용,7513073,6916583,6148226,5293239,4614790,5469971,6165900,5644258,5406564,4860431,5327864,8188827
2014,서울특별시,동작구,산업용,5293157,4893665,4796654,4983991,4834649,5338812,5811598,5800636,5516397,5350915,5315186,5319851
2014,서울특별시,동작구,농사용,3748,3595,3278,3613,3030,3184,3343,3753,3128,2947,3224,3158
2014,서울특별시,동작구,가로등,1177069,1089332,1011600,952256,872586,813691,805468,829602,908761,1028464,1102796,1169615
2014,서울특별시,동작구,심 야,1330282,1240532,915874,698847,675394,984738,1240296,1118917,853475,426133,655756,1072342
2014,서울특별시,관악구,주택용,57311785,57000988,49244275,51693909,48296416,50856766,53105998,59160775,53578259,48425826,51183289,53656587
2014,서울특별시,관악구,일반용,69291445,66271343,57866938,56769900,53844016,61123484,68453140,74359103,66401303,56669696,55241528,62850181
2014,서울특별시,관악구,교육용,19567111,19242215,15613053,14360820,11719456,12846892,14663684,15664151,14214420,12535905,12870229,18013330
2014,서울특별시,관악구,산업용,4775688,4649431,4211448,4348742,3944445,3993825,4291427,4535178,4290844,4034069,4048420,4271032
2014,서울특별시,관악구,농사용,5826,5671,5610,6232,6549,4725,3874,5742,4446,3799,3847,6280
2014,서울특별시,관악구,가로등,935493,884545,843500,784798,737381,705862,673008,701943,752805,809946,877974,935144
2014,서울특별시,관악구,심 야,2068243,2032890,1611077,1269044,842967,671327,569905,574935,589387,650875,1060795,1598612
2014,서울특별시,강남구,주택용,74732657,72531645,66400494,67373477,64832247,69571402,78166444,84114566,73668620,66668102,68956344,73605373
2014,서울특별시,강남구,일반용,319929448,299012984,266391897,247491843,237099055,275562593,317288867,327157997,287544573,247137079,241641030,300108580
2014,서울특별시,강남구,교육용,4333182,4255060,3603550,3033391,2260571,2735843,3732674,2729857,3075661,2483403,3061145,5206391
2014,서울특별시,강남구,산업용,19304471,17756656,16773042,15497767,14911491,15588555,16937340,17100376,15978068,13999109,13814566,21137514
2014,서울특별시,강남구,농사용,153859,140041,99924,87423,72942,62231,58574,60615,58351,52573,76389,121035
2014,서울특별시,강남구,가로등,2580858,2423551,2164916,2104196,1897076,1806130,1759831,1895147,2066257,2258297,2461710,2543081
2014,서울특별시,강남구,심 야,2308582,2257044,2030737,2167528,3590350,5891313,8485649,7554399,5473876,2295046,1428409,1861330
2014,서울특별시,강동구,주택용,51283267,50786785,44107582,45574344,42981666,45224520,47783928,52213900,47063990,42967772,45493161,48029547
2014,서울특별시,강동구,일반용,66598546,63249452,54518995,51512555,49176732,57215350,65131680,68655380,61069780,51293571,50505788,61344059
2014,서울특별시,강동구,교육용,3210567,3123806,2519076,2151397,1551429,1754425,2444577,1938017,1938763,1599207,1938531,3499090
2014,서울특별시,강동구,산업용,14080609,12630700,13444186,13374929,13682052,14014881,15252731,14837002,14350640,14527448,14064623,15384756
2014,서울특별시,강동구,농사용,341536,355345,261552,204250,159810,164872,158736,173326,169697,147938,161795,247971
2014,서울특별시,강동구,가로등,1319775,1211654,1075070,1034066,944657,869132,846880,920839,1004504,1100752,1206563,1264626
2014,서울특별시,강동구,심 야,1151304,1137867,836165,577230,392036,634883,800639,771170,541324,355816,491462,852690
2014,서울특별시,송파구,주택용,76417950,76008441,66509906,69702005,65488303,68638178,72132592,80105966,72142372,65316928,68907248,72595227
2014,서울특별시,송파구,일반용,121681327,115634502,104740561,104697085,104756583,112034609,134364698,131006610,115796891,108454436,102134888,121978413
2014,서울특별시,송파구,교육용,5404398,5293725,4442795,3975425,2899994,3244622,4191585,3861220,3584908,3107389,3325971,5468854
2014,서울특별시,송파구,산업용,15928004,14969900,15622428,15397107,15224347,15755070,16720677,16771572,15982558,15340211,15086876,15471608
2014,서울특별시,송파구,농사용,201379,193876,182870,186007,200213,211279,227581,226737,211756,185890,182294,193066
2014,서울특별시,송파구,가로등,2045137,1936763,1673576,1641772,1460459,1372481,1327121,1437759,1571300,1701708,1889512,1968729
2014,서울특별시,송파구,심 야,1548885,1486522,1146227,1258346,1411589,2172496,3649604,3178803,3261260,2329220,1449006,1676807
2014,서울특별시,중랑구,주택용,45230943,45554413,39280251,40869564,38367218,40183434,42239419,46711132,42545944,38329863,40678419,42923190
2014,서울특별시,중랑구,일반용,44506009,42261544,36077443,34264252,31956443,36772620,41175322,44281378,39363988,33327637,33239422,39590685
2014,서울특별시,중랑구,교육용,2910625,2724930,2223268,1987558,1461168,1577737,1985651,1723098,1639907,1466904,1772523,2833121
2014,서울특별시,중랑구,산업용,7251892,7015055,6301021,5942080,5140415,5409174,6085217,6631931,6316998,5686681,5780418,6625624
2014,서울특별시,중랑구,농사용,11788,18984,15772,18293,19571,22827,24157,26158,28449,24385,23669,21099
2014,서울특별시,중랑구,가로등,1177118,1110613,1029489,936622,868867,817289,802937,845243,912242,992107,1133775,1227846
2014,서울특별시,중랑구,심 야,1041488,1031650,804049,645494,446624,513116,555301,495594,479355,363307,507066,722969
2014,서울특별시,노원구,주택용,61863267,61754119,53553996,56001391,52653946,55123358,57243624,62339514,56689035,52345029,55979427,58153658
2014,서울특별시,노원구,일반용,57656381,54409445,47272156,44909080,42794004,49528631,55445874,58563274,52369320,44703057,43934093,52175381
2014,서울특별시,노원구,교육용,11701662,10698289,9567696,8496074,6831263,7746777,8775266,8469645,7862805,7079244,7925922,11814489
2014,서울특별시,노원구,산업용,6819084,6364811,6183018,5508631,5277512,6170371,6580797,6712274,6329836,5936516,5791717,6455080
2014,서울특별시,노원구,농사용,8552,8729,9753,8807,8838,8754,7756,8782,9789,10275,12929,11206
2014,서울특별시,노원구,가로등,1556031,1481018,1375584,1325435,1226949,1186172,1144740,1171182,1239241,1334140,1451377,1543041
2014,서울특별시,노원구,심 야,1470718,1465753,1137135,882649,814649,819565,832691,833704,707035,522834,599625,1130184
2014,서울특별시,서초구,주택용,59258137,57363632,51761681,52447846,50173563,52865496,58117125,63033338,55860996,51008123,53260145,56990046
2014,서울특별시,서초구,일반용,194535185,184988754,165679696,156971214,148713097,171526008,194504726,203530790,180101955,157313086,152520770,181373875
2014,서울특별시,서초구,교육용,4799306,4730147,3949084,3577918,2796674,3249433,4110983,3768633,3606377,3200021,3266011,4899930
2014,서울특별시,서초구,산업용,51588667,49895802,44175206,46321724,44487075,48686590,53029232,56524478,54570957,46820894,47135024,48927295
2014,서울특별시,서초구,농사용,381258,380929,295399,252497,208052,203688,200669,225761,213585,195095,224623,277276
2014,서울특별시,서초구,가로등,2535964,2346363,2111556,2082192,1929157,1896529,1829964,1941768,2057190,2189466,2380498,2430179
2014,서울특별시,서초구,심 야,1550271,1540689,1231735,1026460,1117307,2113737,3243879,3543640,2450861,1094928,719314,1088421
2014,서울특별시,양천구,주택용,56123683,55471788,49356492,51120675,48465652,50314361,52703940,57786444,52782425,48114822,50089934,52294087
2014,서울특별시,양천구,일반용,70774872,67814378,62171191,59958108,56666608,61294334,68524287,74785082,69705336,61941390,58466935,64208794
2014,서울특별시,양천구,교육용,3476926,3056506,2655766,2592406,1813677,1858707,2490619,2301391,2067234,1841027,1899890,3033887
2014,서울특별시,양천구,산업용,4616058,4401645,3984269,3900422,3460545,3710236,4152879,4416768,4069075,3821060,3560200,3971958
2014,서울특별시,양천구,농사용,8054,8368,7736,5448,3263,3392,3909,3674,3314,3178,4088,5048
2014,서울특별시,양천구,가로등,1546963,1498056,1438498,1362373,1212972,1151323,1105805,1178754,1226022,1303870,1411447,1445535
2014,서울특별시,양천구,심 야,615357,613832,496682,438130,660038,1208104,1932534,2382899,2115279,1243601,343543,417178
2014,서울특별시,광진구,주택용,41779626,41245444,35839854,37173354,34919621,37024152,39921450,43785040,39114323,34984636,36783557,39033666
2014,서울특별시,광진구,일반용,60139636,56651499,48920813,47102100,45448595,52803808,59545263,62675755,55567385,46910382,46067129,55352762
2014,서울특별시,광진구,교육용,7630204,6931004,6661408,5555169,5557924,6501342,7194726,6356396,6243516,5334719,5931052,8542125
2014,서울특별시,광진구,산업용,33773658,32582366,28243819,30052129,28718043,31430179,35887333,38714183,36645513,30666453,30069512,31890847
2014,서울특별시,광진구,농사용,27588,27278,21466,19435,15903,13990,13579,13175,12514,11823,19082,21915
2014,서울특별시,광진구,가로등,1127606,1071108,987867,891377,821044,756332,734530,783690,859348,944875,1037557,1111017
2014,서울특별시,광진구,심 야,1445660,1399522,1020807,911336,1645431,2644210,3520989,3674730,2906337,1159677,662691,1000783
2014,서울특별시,강북구,주택용,36300978,36377595,31325421,32647095,30574162,31759020,32903757,36416769,33472365,30343538,32241335,33901291
2014,서울특별시,강북구,일반용,39578607,37574655,32193748,30750096,28660722,32590155,36329118,39573194,35602710,29983383,29741125,35339483
2014,서울특별시,강북구,교육용,2589879,2446280,2088570,1891016,1470668,1632470,2029288,1879322,1757136,1486826,1590325,2562775
2014,서울특별시,강북구,산업용,4389803,4266219,3973058,3988519,3537920,3786574,4007881,4277071,4183072,3855583,3908719,4260175
2014,서울특별시,강북구,농사용,5884,5737,4833,4999,5951,8161,8268,9100,8988,7453,7722,8574
2014,서울특별시,강북구,가로등,705481,617561,585144,531424,492173,469185,457748,475914,522506,580173,621507,677410
2014,서울특별시,강북구,심 야,1541328,1541682,1210443,932331,591795,423999,384117,389390,380902,418773,726425,1131310
2014,서울특별시,금천구,주택용,26181687,25899809,22406648,23242375,21927881,22698687,23969794,26432096,24242402,21799592,23126741,24553639
2014,서울특별시,금천구,일반용,87855731,80717109,74035131,68189263,68157976,76146773,87902324,87086126,77514112,69205350,68834105,86502923
2014,서울특별시,금천구,교육용,1560334,1543188,1197155,996405,716280,779068,1119503,819892,894993,746813,904856,1719246
2014,서울특별시,금천구,산업용,32084606,30387682,27984550,26721338,24345913,26515261,29589959,29037267,26660805,25682882,26429386,30496382
2014,서울특별시,금천구,농사용,46764,48962,41080,36383,33829,29038,24780,22027,35633,31335,30041,36024
2014,서울특별시,금천구,가로등,794214,761444,707320,637215,640392,593397,573173,581799,640790,674607,736322,782102
2014,서울특별시,금천구,심 야,646971,654367,474908,389115,404490,822530,1217050,1247557,1113783,748463,431691,518540
2014,부산광역시,중구,주택용,5541377,5573991,4880232,5006829,4570314,4547480,4595069,5267460,4881009,4443822,4756783,5070500
2014,부산광역시,중구,일반용,30291045,28929181,26338009,25056507,23735267,25610924,29799242,34602213,31104480,26507899,24420247,27752352
2014,부산광역시,중구,교육용,364774,341633,323321,308446,231096,239574,268973,326941,262748,257900,237903,304209
2014,부산광역시,중구,산업용,1064644,1015596,952012,895409,810850,870616,969679,1099031,1046429,972658,949902,1012460
2014,부산광역시,중구,농사용,6899,7904,5193,3864,4593,3622,3388,4072,4661,3538,3528,4456
2014,부산광역시,중구,가로등,490330,464455,438727,397897,360511,342798,339968,353078,372393,393639,421596,438517
2014,부산광역시,중구,심 야,1780161,1719657,1421014,1128624,725019,491813,402071,345585,367623,405131,706362,1250238
2014,부산광역시,서구,주택용,13663941,13819067,12023908,12420003,11316809,11151985,11123547,12642971,11893654,10956904,11820151,12395445
2014,부산광역시,서구,일반용,18938201,17968503,16516840,15858723,14924768,15734573,17691964,19795873,17719106,15690259,15612456,17612874
2014,부산광역시,서구,교육용,1913220,1673240,1693354,1483937,1235164,1283868,1455563,1521587,1427061,1324179,1373604,1917112
2014,부산광역시,서구,산업용,13536750,10302398,11521528,11061468,12395501,13157073,15051451,15890060,15036503,14582239,14274256,15305993
2014,부산광역시,서구,농사용,271569,226756,246735,219670,243476,251877,299906,288940,294900,306051,298181,288769
2014,부산광역시,서구,가로등,572867,554378,530406,481634,449981,428739,422709,439423,472627,492443,535378,563097
2014,부산광역시,서구,심 야,3341196,3296078,2665972,2161133,1422637,976697,856911,704131,756609,809978,1443200,2353679
2014,부산광역시,동구,주택용,11105278,11220260,9779855,10017939,9204871,9111280,9129141,10389344,9703735,8879347,9582225,10179633
2014,부산광역시,동구,일반용,26887714,25602999,23582464,22045760,20761867,21940558,25087700,27424394,24224934,21333727,20401581,24030083
2014,부산광역시,동구,교육용,658385,622151,593744,519687,405307,408312,505251,518533,457213,443836,446927,630524
2014,부산광역시,동구,산업용,7363142,6907129,6513317,6603356,6303203,6137745,6654509,6528532,6398671,6416115,6558711,6799841
2014,부산광역시,동구,농사용,8319,6052,5253,7065,10785,9087,5838,6666,4511,5709,4901,7925
2014,부산광역시,동구,가로등,615401,592147,556184,473787,457456,421349,415431,424513,471818,513020,551029,590381
2014,부산광역시,동구,심 야,3348691,3332852,2739403,2226301,1505734,1113432,935493,762205,807753,864367,1416142,2320049
2014,부산광역시,영도구,주택용,15337730,15462605,13476317,14044398,12898203,12785679,12700966,14149354,13492036,12334840,13248994,14005246
2014,부산광역시,영도구,일반용,12826056,12512919,10973323,10718284,9745783,10097673,10867913,12359777,11293676,9996290,9907257,11105653
2014,부산광역시,영도구,교육용,3078464,2762110,2702267,2713796,2286909,2208592,2251867,2623693,2435902,2104134,2026847,2700670
2014,부산광역시,영도구,산업용,11423467,10694730,10456071,8941940,9039790,10083131,10072859,9860338,9263645,9001593,8420653,9671070
2014,부산광역시,영도구,농사용,1599,1611,1573,1899,1933,2406,2612,3043,2996,2715,1854,1547
2014,부산광역시,영도구,가로등,489816,468289,442956,392706,377056,347697,344993,362683,391678,431188,475618,514643
2014,부산광역시,영도구,심 야,2970439,2960274,2409049,1972461,1311764,956837,735945,607100,679712,799714,1306012,2072573
2014,부산광역시,부산진구,주택용,47752933,47601580,41991942,43419160,40056060,40245918,41135864,46090139,42388890,39206664,42123031,44601383
2014,부산광역시,부산진구,일반용,73295342,69627727,62795654,60104076,57946767,62859750,70759689,79162899,69777994,60509691,57749279,65764737
2014,부산광역시,부산진구,교육용,5336551,4517638,4956797,4778337,3842109,3855780,4091377,4249369,3967656,3871034,4052818,5414068
2014,부산광역시,부산진구,산업용,19465247,17735169,17701095,16884415,16912008,17158831,18870294,19101072,17510822,17437936,17146262,19021258
2014,부산광역시,부산진구,농사용,102258,100966,89606,94665,91640,102076,100987,111064,111241,97752,95627,92417
2014,부산광역시,부산진구,가로등,1624601,1514457,1483500,1370396,1306847,1225838,1225976,1282539,1346486,1433856,1526274,1631134
2014,부산광역시,부산진구,심 야,7064818,6822328,5628151,4609690,3180798,2424274,2200074,1921032,1897151,1941813,3100652,4941245
2014,부산광역시,동래구,주택용,32398827,32516706,28463919,29458202,27275225,27435993,27725583,31380566,28709716,26456096,28490919,30042937
2014,부산광역시,동래구,일반용,39100514,37254371,33461336,31569787,29969436,32492790,36133186,40639964,35936272,31180657,30595796,35461283
2014,부산광역시,동래구,교육용,1665879,1660566,1544566,1412127,1116002,1190102,1511388,1355965,1298210,1172254,1250910,1791905
2014,부산광역시,동래구,산업용,7580078,7329050,7393991,7440010,7385310,7397323,7658140,7806862,7479846,7120255,7131925,7495984
2014,부산광역시,동래구,농사용,46078,44435,33937,25092,20152,20866,19791,20401,21392,18858,20910,23707
2014,부산광역시,동래구,가로등,842416,823596,764882,705438,669536,612691,615778,637833,678363,721177,772818,822774
2014,부산광역시,동래구,심 야,5620602,5486416,4378327,3228363,1895717,1133958,858807,687761,829876,1135564,2375139,4030833
2014,부산광역시,남구,주택용,35090474,35112277,30675398,32010576,29540294,29757257,30030769,33767497,31373851,28796297,30819051,32336325
2014,부산광역시,남구,일반용,31624513,30350324,28009221,27412237,25021809,26987758,29540318,33604545,30585604,27463251,27853607,31602341
2014,부산광역시,남구,교육용,7098724,6457932,6136389,5581506,4573068,4875518,5507168,5626233,5327789,4881828,4848421,6771622
2014,부산광역시,남구,산업용,43475271,40868045,45413611,44855471,45371186,43140761,45859010,45253734,42754056,44229338,42934060,44187421
2014,부산광역시,남구,농사용,72142,71909,63071,59249,55640,54926,60073,70651,64104,55975,57519,63463
2014,부산광역시,남구,가로등,1082414,1049116,967333,928026,899372,863671,846523,893303,929308,999073,1083756,1117402
2014,부산광역시,남구,심 야,3409728,3321920,2694410,2150902,1383937,1154220,1422068,1547376,1382549,1285962,1659529,2413703
2014,부산광역시,북구,주택용,34504895,34527448,30027727,31289182,29047260,29306964,29999809,33329285,30610853,28688471,31209096,32639897
2014,부산광역시,북구,일반용,32058052,30649695,26787107,25532173,23896938,26047870,28817986,32425916,28757267,24997278,25108869,28718064
2014,부산광역시,북구,교육용,1989020,2063955,2022307,1886504,1513655,1577472,1870754,1655253,1652759,1520876,1751289,2444779
