순번,허가일자,상호,설비용량_kW,설치장소,원동력종류,상태
981,2015-04-15,(주)태양 태양태양광발전소,2001,강원특별자치도 강릉시 왕산면 송현리 42-9,태양광,사업개시
983,2015-04-15,종환 태양광발전소,99,강원특별자치도 춘천시 공골길 121,태양광,사업개시
984,2015-04-15,미노발전소,99,강원특별자치도 춘천시 북산면 추곡리 산 138번지 4호,태양광,사업개시
985,2015-04-15,월골 태양광발전소,60,"강원특별자치도 춘천시 서면 월송리 795번지 1호 795-11, 794",태양광,사업개시
986,2015-04-14,강림 태양광발전소,50.49,강원특별자치도 횡성군 강림면 주천강로강림2길 16,태양광,사업개시
987,2015-04-13,한국남부발전(주) 삼척그린파워사택 태양광발전소,241,강원특별자치도 삼척시 원덕읍 옥원리 314번지 외 22필지,태양광,사업개시
988,2015-04-13,광산 태양광발전소,90,강원특별자치도 홍천군 홍천읍 와동리 8번지,태양광,사업개시
989,2015-04-13,해든 태양광발전소,98.28,강원특별자치도 홍천군 화촌면 구성포리 478번지 479-1,태양광,사업개시
992,2015-04-13,리우 태양광발전소,99.2,강원특별자치도 양양군 강현면 방축리 산 40번지,태양광,사업개시
993,2015-04-09,드림태양광발전소,23.4,강원특별자치도 철원군 명성로125번길 5,태양광,사업개시
998,2015-04-08,홍석진 태양광발전소,99,강원특별자치도 삼척시 원덕읍 노곡리 581번지 1호 외 6필지,태양광,사업개시
1003,2015-04-07,금성2호태양광발전소,99,강원특별자치도 양양군 현남면 인구리 161번지 11호,태양광,사업개시
1005,2015-04-03,정인태양광발전소,91.8,강원특별자치도 강릉시 구정면 금광리 775번지 1호,태양광,사업개시
1006,2015-04-03,호저농산1호 태양광발전소,98.8,강원특별자치도 원주시 칠봉로 236-8,태양광,사업개시
1007,2015-04-03,송한 태양광발전소,495,강원특별자치도 횡성군 안흥면 송한리 산 35번지,태양광,사업개시
1009,2015-03-31,(주)엘로힘,448.2,"강원특별자치도 고성군 거진읍 송강리 산 12번지 4호 292, 45-1",태양광,사업개시
1023,2015-03-31,혜민쏠라,99,"강원특별자치도 원주시 귀래면 주포리 59번지 2호 (59-4, 61-11, 61-12, 61-16)",태양광,사업개시
1024,2015-03-31,세명쏠라,99,"강원특별자치도 원주시 귀래면 주포리 59번지 3호 (61-10, 61-15)",태양광,사업개시
1025,2015-03-31,해인쏠라,99,강원특별자치도 원주시 귀래면 주포리 산 61번지,태양광,사업개시
1026,2015-03-31,유인이발전소,99,"강원특별자치도 원주시 귀래면 주포리 61번지 7호 (-8, -13)",태양광,사업개시
1027,2015-03-31,마이민쏠라,99,강원특별자치도 원주시 귀래면 주포리 산 61번지,태양광,사업개시
1028,2015-03-31,상상쏠라 태양광발전소,99,강원특별자치도 원주시 귀래면 주포리 산 61번지,태양광,사업개시
1030,2015-03-31,현기쏠라1호,99,강원특별자치도 원주시 귀래면 주포리 산 61번지,태양광,사업개시
1031,2015-03-31,비츠모 태양광발전소,89.6,강원특별자치도 양구군 남면 구암리 182번지 1호,태양광,사업개시
1032,2015-03-31,금강 태양강발전소,33.39,강원특별자치도 인제군 장수터길 21,태양광,사업개시
1036,2015-03-31,강국태양광발전소 2호,99,강원특별자치도 평창군 진부면 마평리 383번지 1호,태양광,사업개시
1037,2015-03-31,배두둑 태양광발전소,99,강원특별자치도 평창군 선애1길 59,태양광,사업개시
1038,2015-03-31,오산태양광발전소,15,강원특별자치도 강릉시 시영길 3 (노암동),태양광,사업개시
1039,2015-03-31,토담태양광발전소,97.2,강원특별자치도 강릉시 한과마을길 224,태양광,사업개시
1040,2015-03-31,선보투어,99,"강원특별자치도 원주시 관설동 1646번지 1호 1646-2, 1646-13",태양광,사업개시
1041,2015-03-31,솔라원일호(주) 에스엘피양지 태양광발전소,1851.21,강원특별자치도 원주시 흥업면 대안리 산 283번지 산284,태양광,사업개시
1042,2015-03-31,(주)부론솔레이,484.5,"강원특별자치도 원주시 부론면 정산리 산 126번지 산126-3, 산126-4",태양광,사업개시
1053,2015-03-30,세명 태양광발전소 4호기,185.42,강원특별자치도 철원군 동송읍 하갈리 산 47번지 5호,태양광,사업개시
1054,2015-03-30,세명 태양광발전소 3호기,191.26,강원특별자치도 철원군 동송읍 하갈리 산 47번지 5호,태양광,사업개시
1055,2015-03-30,세명 태양광발전소 2호기,191.26,강원특별자치도 철원군 동송읍 하갈리 산 47번지 5호,태양광,사업개시
1056,2015-03-30,세명 태양광발전소 1호기,191.26,강원특별자치도 철원군 동송읍 하갈리 산 47번지 5호,태양광,사업개시
1057,2015-03-30,정산2리황학마을 태양광발전소,38.5,강원특별자치도 원주시 정산로 30-30,태양광,사업개시
1058,2015-03-30,호저농산2호 태양광발전소,36.4,강원특별자치도 원주시 칠봉로 236,태양광,사업개시
1059,2015-03-23,희망태양광발전소 2호점,19,강원특별자치도 춘천시 교동길 74 (교동),태양광,사업개시
1060,2015-03-23,희망태양광발전소 1호점,19,강원특별자치도 춘천시 삭주로 28 (교동),태양광,사업개시
1061,2015-03-23,한음 태양광발전소,20,강원특별자치도 원주시 무실본동길 54 (무실동),태양광,사업개시
1065,2015-03-23,㈜마카조아 (마카조아제2호 태양광발전소),99,강원특별자치도 횡성군 우천면 문암리 산 20번지 1호,태양광,사업개시
1067,2015-03-23,창봉리 태양광발전소,90,강원특별자치도 횡성군 공근면 창봉리 245번지,태양광,사업개시
1068,2015-03-23,보람 태양광발전소,98.8,강원특별자치도 홍천군 삼포2길 72,태양광,사업개시
1071,2015-03-12,송현태양광발전소,99,강원특별자치도 강릉시 백두대간로 437,태양광,사업개시
1074,2015-03-12,진주 태양광발전소,97.2,강원특별자치도 강릉시 주문진읍 장덕리 240번지 240-2,태양광,사업개시
1076,2015-03-09,미래 태양광발전소,99,강원특별자치도 인제군 서화면 천도리 산 141번지 42호,태양광,사업개시
1077,2015-03-09,JINNY 태양광발전소,99,강원특별자치도 인제군 서화면 천도리 산 141번지 43호,태양광,사업개시
1078,2015-03-09,환희 태양광발전소,99,강원특별자치도 인제군 서화면 천도리 산 141번지 41호,태양광,사업개시
1079,2015-03-09,호수 태양광발전소,99,강원특별자치도 인제군 서화면 천도리 산 141번지 44호,태양광,사업개시
1080,2015-03-09,승범 태양광발전소,99,강원특별자치도 인제군 서화면 천도리 산 141번지 38호,태양광,사업개시
1081,2015-03-09,이스트 태양광발전소,99,강원특별자치도 인제군 서화면 천도리 산 141번지 45호,태양광,사업개시
1082,2015-03-09,반디불 태양광발전소,99,강원특별자치도 인제군 서화면 천도리 산 141번지 10호,태양광,사업개시
1083,2015-03-09,양지 태양광발전소,99,강원특별자치도 인제군 서화면 천도리 산 141번지 46호,태양광,사업개시
1084,2015-03-09,진주 태양광발전소,99,강원특별자치도 인제군 서화면 천도리 산 141번지 40호,태양광,사업개시
1085,2015-03-09,정우 태양광발전소,99,강원특별자치도 인제군 서화면 천도리 산 141번지 39호,태양광,사업개시
1093,2015-03-05,삼포2호태양광발전소,47.7,강원특별자치도 홍천군 화촌면 외삼포리 1347번지,태양광,사업개시
1094,2015-03-05,(주)선보전기,1797.12,강원특별자치도 원주시 관설동 산 183번지,태양광,사업개시
1095,2015-03-05,서두물1 태양광발전소,99.2,강원특별자치도 인제군 남면 신남리 510번지 521,태양광,사업개시
1097,2015-03-05,KH 태양광발전소,50,강원특별자치도 원주시 호저면 산현리 179번지 2호 180-5,태양광,사업개시
1098,2015-03-05,오덕6태양광발전소,97.2,강원특별자치도 철원군 동송읍 오덕리 3072번지 1호,태양광,사업개시
1099,2015-03-05,오덕4태양광발전소,97.2,강원특별자치도 철원군 동송읍 오덕리 3070번지 1호,태양광,사업개시
1100,2015-03-05,오덕2태양광발전소,97.2,강원특별자치도 철원군 동송읍 오덕리 3155번지,태양광,사업개시
1101,2015-03-05,오덕1태양광발전소,97.2,강원특별자치도 철원군 동송읍 오덕리 3155번지,태양광,사업개시
1102,2015-03-04,이설태양광발전소,99,강원특별자치도 강릉시 사천면 판교리 251번지 11호,태양광,사업개시
1103,2015-03-02,청정제2호 태양광발전소,99,강원특별자치도 양구군 양구읍 공리 174번지,태양광,사업개시
1104,2015-03-02,금강산쏠라 31호,99,강원특별자치도 고성군 간성읍 탑동리 산 116번지 1호,태양광,사업개시
1105,2015-03-02,금강산쏠라 30호,99,강원특별자치도 고성군 간성읍 탑동리 산 116번지 1호,태양광,사업개시
1106,2015-03-02,청정제1호 태양광발전소,99,강원특별자치도 양구군 양구읍 공리 173번지,태양광,사업개시
1107,2015-02-26,오덕5태양광발전소,97.2,강원특별자치도 철원군 동송읍 오덕리 3072번지,태양광,사업개시
1108,2015-02-26,오덕3태양광발전소,97.2,강원특별자치도 철원군 동송읍 오덕리 3070번지,태양광,사업개시
1109,2015-02-24,(주)제네시스에너지,1500,강원특별자치도 홍천군 내면 광원리 684번지,풍력,사업개시
1110,2015-02-24,소망2호 태양광발전소,14.57,강원특별자치도 홍천군 용두안길 18,태양광,사업개시
1111,2015-02-24,(주)한솔에너지 (금강1호 태양광발전소),1828.96,강원특별자치도 고성군 토성면 성대리 545번지 1호,태양광,사업개시
1112,2015-02-23,화천태양광발전소주식회사,998,"강원특별자치도 화천군 간동면 오음리 599번지 600,601,602",태양광,사업개시
1113,2015-02-12,건이 태양광발전소,80,"강원특별자치도 영월군 북면 연덕리 1041번지 1호 1041-6,1041-7",태양광,사업개시
1114,2015-02-12,진주태양에너지,99.2,강원특별자치도 영월군 남면 토교리 33번지 8호,태양광,사업개시
1115,2015-02-12,삼명태양에너지,99.2,강원특별자치도 영월군 남면 토교리 33번지 7호,태양광,사업개시
1116,2015-02-12,광산태양에너지,99.2,강원특별자치도 영월군 남면 토교리 33번지 6호,태양광,사업개시
1117,2015-02-12,신화태양에너지,99.2,강원특별자치도 영월군 남면 토교리 33번지 5호,태양광,사업개시
1119,2015-02-12,소망태양광발전소,99.11,강원특별자치도 홍천군 서석면 풍암리 183번지 1호 184,태양광,사업개시
1127,2015-02-09,와룡태양광발전소,98,강원특별자치도 춘천시 남산면 수동리 574번지 1호 574-11,태양광,사업개시
1128,2015-02-09,대박태양광발전소,69.36,강원특별자치도 춘천시 신북읍 발산리 667번지 1호 667-2,태양광,사업개시
1130,2015-02-09,행복 태양광발전소,99.75,강원특별자치도 횡성군 공근면 가곡리 177번지 3호,태양광,사업개시
1131,2015-02-06,금광 제4호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 575번지 3호,태양광,사업개시
1132,2015-02-06,금광 제3호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 575번지 2호,태양광,사업개시
1133,2015-02-06,금광 제2호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 575번지 1호,태양광,사업개시
1134,2015-02-06,금광 제1호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 575번지,태양광,사업개시
1135,2015-02-06,일품에너지 제3호 태양광발전소,99,강원특별자치도 양구군 양구읍 군량리 525번지 5호,태양광,사업개시
1136,2015-02-06,일품에너지 제2호 태양광발전소,99,강원특별자치도 양구군 양구읍 군량리 525번지 4호,태양광,사업개시
1137,2015-02-06,일품에너지 제1호 태양광발전소,99,강원특별자치도 양구군 양구읍 군량리 525번지 3호,태양광,사업개시
1139,2015-02-03,좋은태양광송강1 태양광발전소,98.8,강원특별자치도 고성군 거진읍 송강리 산 24번지 1호,태양광,사업개시
1140,2015-02-03,북리태양광발전소3호,499.2,강원특별자치도 고성군 거진읍 송강리 산 24번지 1호,태양광,사업개시
1141,2015-02-03,자연7태양광발전소,98.8,강원특별자치도 고성군 거진읍 송강리 산 24번지 1호,태양광,사업개시
1142,2015-02-03,자연5태양광발전소,795.6,강원특별자치도 고성군 거진읍 송강리 산 24번지 1호,태양광,사업개시
1143,2015-02-02,지재태양광발전소,99,강원특별자치도 강릉시 사천면 산대월리 482번지 1호,태양광,사업개시
1146,2015-01-26,원당3호 태양광발전소,99,"강원특별자치도 양구군 동면 원당리 192번지 2호 193-7,193-10",태양광,사업개시
1147,2015-01-26,원당2호 태양광발전소,99,강원특별자치도 양구군 동면 원당리 192번지 1호 193-9,태양광,사업개시
