연도	시도	시군구	업종별	 1월 
2026	부산광역시	사하구	의복. 모피	 129,931 
2026	부산광역시	사하구	가죽. 신발	 2,012,468 
2026	부산광역시	사하구	목재. 나무	 493,322 
2026	부산광역시	사하구	펄프. 종이	 312,059 
2026	부산광역시	사하구	출판. 인쇄	 339,186 
2026	부산광역시	사하구	석유  정제	 440,752 
2026	부산광역시	사하구	화학  제품	 2,365,782 
2026	부산광역시	사하구	고무. 플라	 1,624,754 
2026	부산광역시	사하구	유      리	 277,669 
2026	부산광역시	사하구	시  멘  트	 1,378,253 
2026	부산광역시	사하구	1차   금속	 24,378,075 
2026	부산광역시	사하구	조립  금속	 6,946,296 
2026	부산광역시	사하구	기타  기계	 6,346,271 
2026	부산광역시	사하구	전기  기기	 1,377,200 
2026	부산광역시	사하구	영상. 음향	 345,325 
2026	부산광역시	사하구	의료. 광학	 3,585,748 
2026	부산광역시	사하구	자  동  차	 5,174,259 
2026	부산광역시	사하구	기타  운송	 4,758,199 
2026	부산광역시	사하구	가구및기타	 1,494,609 
2026	부산광역시	사하구	재생  재료	 135,434 
2026	부산광역시	사하구	수      도	 954,165 
2026	부산광역시	사하구	사업자  용	 387,353 
2026	부산광역시	사하구	가정용부문	 38,115,421 
2026	부산광역시	사하구	국  군  용	 - 
2026	부산광역시	사하구	기타공공용	 4,231,602 
2026	부산광역시	사하구	관  공  용	 4,100,333 
2026	부산광역시	사하구	순수써비스	 48,678,014 
2026	부산광역시	사하구	합 계	 185,981,902 
2026	부산광역시	금정구	농업. 임업	 647,357 
2026	부산광역시	금정구	어      업	 129 
2026	부산광역시	금정구	금속비금속	 207,169 
2026	부산광역시	금정구	식료품제조	 615,114 
2026	부산광역시	금정구	음료품제조	 14,802 
2026	부산광역시	금정구	섬      유	 512,141 
2026	부산광역시	금정구	의복. 모피	 427,978 
2026	부산광역시	금정구	가죽. 신발	 246,139 
2026	부산광역시	금정구	목재. 나무	 22,449 
2026	부산광역시	금정구	펄프. 종이	 44,593 
2026	부산광역시	금정구	출판. 인쇄	 69,995 
2026	부산광역시	금정구	화학  제품	 1,301,792 
2026	부산광역시	금정구	고무. 플라	 1,346,155 
2026	부산광역시	금정구	유      리	 316,808 
2026	부산광역시	금정구	시  멘  트	 135,944 
2026	부산광역시	금정구	1차   금속	 172,376 
2026	부산광역시	금정구	조립  금속	 426,627 
2026	부산광역시	금정구	기타  기계	 472,108 
2026	부산광역시	금정구	전기  기기	 94,894 
2026	부산광역시	금정구	영상. 음향	 504,534 
2026	부산광역시	금정구	의료. 광학	 41,188 
2026	부산광역시	금정구	자  동  차	 1,712,809 
2026	부산광역시	금정구	기타  운송	 2,525 
2026	부산광역시	금정구	가구및기타	 153,775 
2026	부산광역시	금정구	재생  재료	 138,804 
2026	부산광역시	금정구	수      도	 1,095,061 
2026	부산광역시	금정구	사업자  용	 126,785 
2026	부산광역시	금정구	전      철	 2,135,888 
2026	부산광역시	금정구	가정용부문	 27,758,374 
2026	부산광역시	금정구	기타공공용	 16,020,721 
2026	부산광역시	금정구	관  공  용	 1,623,666 
2026	부산광역시	금정구	순수써비스	 39,575,151 
2026	부산광역시	금정구	합 계	 97,963,851 
2026	부산광역시	강서구	농업. 임업	 8,200,203 
2026	부산광역시	강서구	어      업	 183,339 
2026	부산광역시	강서구	석탄. 원유	 2,279 
2026	부산광역시	강서구	금속비금속	 692,692 
2026	부산광역시	강서구	식료품제조	 4,520,210 
2026	부산광역시	강서구	음료품제조	 29,328 
2026	부산광역시	강서구	섬      유	 3,159,629 
2026	부산광역시	강서구	의복. 모피	 154,459 
2026	부산광역시	강서구	가죽. 신발	 1,488,669 
2026	부산광역시	강서구	목재. 나무	 1,328,577 
2026	부산광역시	강서구	펄프. 종이	 1,481,876 
2026	부산광역시	강서구	출판. 인쇄	 384,277 
2026	부산광역시	강서구	석유  정제	 44,351 
2026	부산광역시	강서구	화학  제품	 12,671,502 
2026	부산광역시	강서구	고무. 플라	 8,068,404 
2026	부산광역시	강서구	유      리	 782,547 
2026	부산광역시	강서구	시  멘  트	 3,099,153 
2026	부산광역시	강서구	1차   금속	 61,827,597 
2026	부산광역시	강서구	조립  금속	 39,634,566 
2026	부산광역시	강서구	기타  기계	 58,225,090 
2026	부산광역시	강서구	사무  기기	 6,137 
2026	부산광역시	강서구	전기  기기	 7,548,025 
2026	부산광역시	강서구	영상. 음향	 5,308,081 
2026	부산광역시	강서구	의료. 광학	 1,492,392 
2026	부산광역시	강서구	자  동  차	 71,272,575 
2026	부산광역시	강서구	기타  운송	 10,527,108 
2026	부산광역시	강서구	가구및기타	 1,155,657 
2026	부산광역시	강서구	재생  재료	 311,068 
2026	부산광역시	강서구	수      도	 566,820 
2026	부산광역시	강서구	사업자  용	 766,228 
2026	부산광역시	강서구	가정용부문	 22,367,317 
2026	부산광역시	강서구	국  군  용	 1,371,243 
2026	부산광역시	강서구	유엔군  용	 234,768 
2026	부산광역시	강서구	기타공공용	 1,430,373 
2026	부산광역시	강서구	관  공  용	 4,816,676 
2026	부산광역시	강서구	순수써비스	 82,390,514 
2026	부산광역시	강서구	합 계	 417,543,730 
2026	부산광역시	연제구	농업. 임업	 17,584 
2026	부산광역시	연제구	어      업	 2,717 
2026	부산광역시	연제구	석탄. 원유	 510 
2026	부산광역시	연제구	금속비금속	 2,548 
2026	부산광역시	연제구	식료품제조	 193,892 
2026	부산광역시	연제구	음료품제조	 57,266 
2026	부산광역시	연제구	섬      유	 197,521 
2026	부산광역시	연제구	의복. 모피	 58,694 
2026	부산광역시	연제구	가죽. 신발	 1,197 
2026	부산광역시	연제구	목재. 나무	 106 
2026	부산광역시	연제구	펄프. 종이	 83,606 
2026	부산광역시	연제구	출판. 인쇄	 162,497 
2026	부산광역시	연제구	화학  제품	 3,540 
2026	부산광역시	연제구	고무. 플라	 17,335 
2026	부산광역시	연제구	시  멘  트	 90,835 
2026	부산광역시	연제구	1차   금속	 7,272 
2026	부산광역시	연제구	조립  금속	 29,782 
2026	부산광역시	연제구	기타  기계	 64,873 
2026	부산광역시	연제구	전기  기기	 3,815 
2026	부산광역시	연제구	영상. 음향	 6,818 
2026	부산광역시	연제구	의료. 광학	 52,863 
2026	부산광역시	연제구	자  동  차	 18,146 
2026	부산광역시	연제구	가구및기타	 20,851 
2026	부산광역시	연제구	수      도	 860,402 
2026	부산광역시	연제구	사업자  용	 75,533 
2026	부산광역시	연제구	전      철	 2,839,075 
2026	부산광역시	연제구	가정용부문	 29,755,157 
2026	부산광역시	연제구	기타공공용	 2,148,713 
2026	부산광역시	연제구	관  공  용	 3,501,794 
2026	부산광역시	연제구	순수써비스	 34,781,334 
2026	부산광역시	연제구	합 계	 75,056,276 
2026	부산광역시	수영구	농업. 임업	 41,638 
2026	부산광역시	수영구	어      업	 751 
2026	부산광역시	수영구	식료품제조	 236,415 
2026	부산광역시	수영구	음료품제조	 1,732 
2026	부산광역시	수영구	섬      유	 25,767 
2026	부산광역시	수영구	의복. 모피	 38,528 
2026	부산광역시	수영구	가죽. 신발	 9,531 
2026	부산광역시	수영구	목재. 나무	 6,375 
2026	부산광역시	수영구	펄프. 종이	 1,285 
2026	부산광역시	수영구	출판. 인쇄	 17,419 
2026	부산광역시	수영구	화학  제품	 1,619 
2026	부산광역시	수영구	고무. 플라	 13,633 
2026	부산광역시	수영구	유      리	 8,860 
2026	부산광역시	수영구	시  멘  트	 1,028 
2026	부산광역시	수영구	1차   금속	 6,414 
2026	부산광역시	수영구	조립  금속	 18,542 
2026	부산광역시	수영구	기타  기계	 6,755 
2026	부산광역시	수영구	사무  기기	 5 
2026	부산광역시	수영구	전기  기기	 17,353 
2026	부산광역시	수영구	의료. 광학	 31,387 
2026	부산광역시	수영구	자  동  차	 31,962 
2026	부산광역시	수영구	기타  운송	 7,333 
2026	부산광역시	수영구	가구및기타	 13,708 
2026	부산광역시	수영구	재생  재료	 18,897 
2026	부산광역시	수영구	수      도	 233,738 
2026	부산광역시	수영구	사업자  용	 21,673 
2026	부산광역시	수영구	가정용부문	 24,405,627 
2026	부산광역시	수영구	국  군  용	 14,309 
2026	부산광역시	수영구	기타공공용	 958,057 
2026	부산광역시	수영구	관  공  용	 1,006,285 
2026	부산광역시	수영구	순수써비스	 32,758,038 
2026	부산광역시	수영구	합 계	 59,954,664 
2026	부산광역시	사상구	농업. 임업	 124,694 
2026	부산광역시	사상구	어      업	 5,226 
2026	부산광역시	사상구	금속비금속	 388,543 
2026	부산광역시	사상구	식료품제조	 3,249,541 
2026	부산광역시	사상구	음료품제조	 76,195 
2026	부산광역시	사상구	섬      유	 1,155,617 
2026	부산광역시	사상구	의복. 모피	 137,024 
2026	부산광역시	사상구	가죽. 신발	 3,299,701 
2026	부산광역시	사상구	목재. 나무	 232,020 
2026	부산광역시	사상구	펄프. 종이	 983,748 
2026	부산광역시	사상구	출판. 인쇄	 696,753 
2026	부산광역시	사상구	석유  정제	 87,212 
2026	부산광역시	사상구	화학  제품	 3,595,108 
2026	부산광역시	사상구	고무. 플라	 3,527,267 
2026	부산광역시	사상구	유      리	 39,819 
2026	부산광역시	사상구	시  멘  트	 774,139 
2026	부산광역시	사상구	1차   금속	 8,229,231 
2026	부산광역시	사상구	조립  금속	 9,141,449 
2026	부산광역시	사상구	기타  기계	 13,212,687 
2026	부산광역시	사상구	사무  기기	 8,852 
2026	부산광역시	사상구	전기  기기	 1,166,127 
2026	부산광역시	사상구	영상. 음향	 1,180,705 
2026	부산광역시	사상구	의료. 광학	 466,625 
2026	부산광역시	사상구	자  동  차	 4,283,964 
2026	부산광역시	사상구	기타  운송	 376,504 
2026	부산광역시	사상구	가구및기타	 174,897 
2026	부산광역시	사상구	재생  재료	 105,013 
2026	부산광역시	사상구	수      도	 1,904,706 
2026	부산광역시	사상구	사업자  용	 177,351 
2026	부산광역시	사상구	전      철	 697,332 
2026	부산광역시	사상구	가정용부문	 25,161,603 
2026	부산광역시	사상구	국  군  용	 1,116 
2026	부산광역시	사상구	기타공공용	 4,372,617 
2026	부산광역시	사상구	관  공  용	 2,188,118 
2026	부산광역시	사상구	순수써비스	 41,168,864 
2026	부산광역시	사상구	합 계	 132,390,368 
2026	부산광역시	기장군	농업. 임업	 2,304,184 
2026	부산광역시	기장군	어      업	 213,672 
2026	부산광역시	기장군	금속비금속	 203,248 
2026	부산광역시	기장군	식료품제조	 3,592,309 
2026	부산광역시	기장군	음료품제조	 309,446 
2026	부산광역시	기장군	섬      유	 1,774,065 
2026	부산광역시	기장군	의복. 모피	 26,227 
2026	부산광역시	기장군	가죽. 신발	 141,682 
2026	부산광역시	기장군	목재. 나무	 259,536 
2026	부산광역시	기장군	펄프. 종이	 101,138 
2026	부산광역시	기장군	출판. 인쇄	 36,321 
2026	부산광역시	기장군	석유  정제	 19,201 
2026	부산광역시	기장군	화학  제품	 2,017,382 
2026	부산광역시	기장군	고무. 플라	 2,089,414 
2026	부산광역시	기장군	유      리	 141,682 
2026	부산광역시	기장군	시  멘  트	 839,741 
2026	부산광역시	기장군	1차   금속	 4,947,190 
2026	부산광역시	기장군	조립  금속	 7,374,367 
2026	부산광역시	기장군	기타  기계	 5,439,354 
2026	부산광역시	기장군	사무  기기	 45,174 
2026	부산광역시	기장군	전기  기기	 2,064,706 
2026	부산광역시	기장군	영상. 음향	 377,000 
2026	부산광역시	기장군	의료. 광학	 200,519 
2026	부산광역시	기장군	자  동  차	 16,104,012 
2026	부산광역시	기장군	기타  운송	 1,092,567 
2026	부산광역시	기장군	가구및기타	 365,016 
2026	부산광역시	기장군	재생  재료	 5,981 
2026	부산광역시	기장군	수      도	 524,609 
2026	부산광역시	기장군	사업자  용	 13,903,756 
2026	부산광역시	기장군	전      철	 992,718 
2026	부산광역시	기장군	가정용부문	 14,405,277 
2026	부산광역시	기장군	국  군  용	 59,499 
2026	부산광역시	기장군	기타공공용	 1,968,521 
2026	부산광역시	기장군	관  공  용	 2,137,291 
2026	부산광역시	기장군	순수써비스	 49,970,711 
2026	부산광역시	기장군	합 계	 136,047,516 
2026	대구광역시	중구	농업. 임업	 20,076 
2026	대구광역시	중구	금속비금속	 4,180 
2026	대구광역시	중구	식료품제조	 147,341 
2026	대구광역시	중구	음료품제조	 39,817 
2026	대구광역시	중구	섬      유	 31,915 
2026	대구광역시	중구	의복. 모피	 91,929 
2026	대구광역시	중구	가죽. 신발	 13,083 
2026	대구광역시	중구	목재. 나무	 1,214 
2026	대구광역시	중구	펄프. 종이	 179,296 
2026	대구광역시	중구	출판. 인쇄	 734,897 
2026	대구광역시	중구	석유  정제	 2,034 
2026	대구광역시	중구	화학  제품	 10,384 
2026	대구광역시	중구	고무. 플라	 26,421 
2026	대구광역시	중구	유      리	 4,356 
2026	대구광역시	중구	시  멘  트	 2,961 
2026	대구광역시	중구	1차   금속	 11,014 
2026	대구광역시	중구	조립  금속	 56,026 
2026	대구광역시	중구	기타  기계	 78,042 
2026	대구광역시	중구	전기  기기	 15,858 
2026	대구광역시	중구	영상. 음향	 1,742 
2026	대구광역시	중구	의료. 광학	 125,054 
2026	대구광역시	중구	자  동  차	 5,991 
2026	대구광역시	중구	기타  운송	 2,083 
2026	대구광역시	중구	가구및기타	 146,536 
2026	대구광역시	중구	수      도	 239,191 
2026	대구광역시	중구	사업자  용	 202,543 
2026	대구광역시	중구	전      철	 931,899 
2026	대구광역시	중구	가정용부문	 16,688,791 
2026	대구광역시	중구	국  군  용	 812 
2026	대구광역시	중구	유엔군  용	 7,610 
2026	대구광역시	중구	기타공공용	 2,273,165 
2026	대구광역시	중구	관  공  용	 1,091,877 
2026	대구광역시	중구	순수써비스	 50,166,450 
2026	대구광역시	중구	합 계	 73,354,588 
2026	대구광역시	동구	농업. 임업	 1,624,870 
2026	대구광역시	동구	어      업	 5,203 
2026	대구광역시	동구	금속비금속	 228,280 
2026	대구광역시	동구	식료품제조	 855,594 
2026	대구광역시	동구	음료품제조	 28,912 
2026	대구광역시	동구	섬      유	 618,861 
2026	대구광역시	동구	의복. 모피	 164,977 
2026	대구광역시	동구	가죽. 신발	 3,814 
2026	대구광역시	동구	목재. 나무	 91,082 
2026	대구광역시	동구	펄프. 종이	 126,672 
2026	대구광역시	동구	출판. 인쇄	 40,837 
2026	대구광역시	동구	석유  정제	 924,600 
2026	대구광역시	동구	화학  제품	 238,325 
2026	대구광역시	동구	고무. 플라	 341,465 
2026	대구광역시	동구	유      리	 58,015 
2026	대구광역시	동구	시  멘  트	 229,127 
2026	대구광역시	동구	1차   금속	 372,011 
2026	대구광역시	동구	조립  금속	 250,477 
2026	대구광역시	동구	기타  기계	 452,187 
2026	대구광역시	동구	사무  기기	 1,140 
2026	대구광역시	동구	전기  기기	 186,311 
2026	대구광역시	동구	영상. 음향	 141,233 
2026	대구광역시	동구	의료. 광학	 1,728,924 
2026	대구광역시	동구	자  동  차	 551,789 
2026	대구광역시	동구	기타  운송	 11,234 
2026	대구광역시	동구	가구및기타	 171,217 
2026	대구광역시	동구	수      도	 878,180 
2026	대구광역시	동구	사업자  용	 182,918 
2026	대구광역시	동구	가정용부문	 48,673,945 
2026	대구광역시	동구	국  군  용	 3,659,332 
2026	대구광역시	동구	유엔군  용	 558,528 
2026	대구광역시	동구	기타공공용	 4,470,265 
2026	대구광역시	동구	관  공  용	 5,454,250 
2026	대구광역시	동구	순수써비스	 76,648,450 
2026	대구광역시	동구	합 계	 149,973,025 
2026	대구광역시	서구	농업. 임업	 48,993 
2026	대구광역시	서구	어      업	 4,029 
2026	대구광역시	서구	금속비금속	 28,462 
2026	대구광역시	서구	식료품제조	 1,348,483 
2026	대구광역시	서구	음료품제조	 40,969 
2026	대구광역시	서구	섬      유	 6,076,843 
2026	대구광역시	서구	의복. 모피	 674,611 
2026	대구광역시	서구	가죽. 신발	 8,644 
2026	대구광역시	서구	목재. 나무	 51,599 
2026	대구광역시	서구	펄프. 종이	 171,653 
2026	대구광역시	서구	출판. 인쇄	 121,646 
2026	대구광역시	서구	화학  제품	 773,753 
2026	대구광역시	서구	고무. 플라	 715,089 
2026	대구광역시	서구	유      리	 65,475 
2026	대구광역시	서구	시  멘  트	 108,237 
2026	대구광역시	서구	1차   금속	 631,901 
2026	대구광역시	서구	조립  금속	 1,982,667 
2026	대구광역시	서구	기타  기계	 1,626,626 
2026	대구광역시	서구	사무  기기	 736 
2026	대구광역시	서구	전기  기기	 162,693 
2026	대구광역시	서구	영상. 음향	 130,215 
2026	대구광역시	서구	의료. 광학	 239,446 
2026	대구광역시	서구	자  동  차	 1,703,348 
2026	대구광역시	서구	기타  운송	 79,459 
2026	대구광역시	서구	가구및기타	 474,513 
2026	대구광역시	서구	재생  재료	 79,224 
2026	대구광역시	서구	수      도	 279,287 
2026	대구광역시	서구	사업자  용	 106,627 
2026	대구광역시	서구	가정용부문	 22,505,971 
2026	대구광역시	서구	기타공공용	 3,157,008 
2026	대구광역시	서구	관  공  용	 3,769,737 
2026	대구광역시	서구	순수써비스	 37,705,654 
2026	대구광역시	서구	합 계	 84,873,598 
2026	대구광역시	남구	농업. 임업	 27,779 
2026	대구광역시	남구	어      업	 1,307 
2026	대구광역시	남구	식료품제조	 125,682 
2026	대구광역시	남구	음료품제조	 717 
2026	대구광역시	남구	섬      유	 50,381 
2026	대구광역시	남구	의복. 모피	 128,472 
2026	대구광역시	남구	가죽. 신발	 1,541 
2026	대구광역시	남구	목재. 나무	 9,279 
2026	대구광역시	남구	펄프. 종이	 8,011 
2026	대구광역시	남구	출판. 인쇄	 17,785 
2026	대구광역시	남구	화학  제품	 12,824 
2026	대구광역시	남구	고무. 플라	 2,567 
2026	대구광역시	남구	유      리	 341 
2026	대구광역시	남구	시  멘  트	 2,639 
2026	대구광역시	남구	1차   금속	 1,251 
2026	대구광역시	남구	조립  금속	 15,557 
2026	대구광역시	남구	기타  기계	 8,597 
2026	대구광역시	남구	사무  기기	 524 
2026	대구광역시	남구	전기  기기	 4,296 
2026	대구광역시	남구	영상. 음향	 2,458 
2026	대구광역시	남구	의료. 광학	 31,840 
2026	대구광역시	남구	자  동  차	 4,933 
2026	대구광역시	남구	가구및기타	 41,751 
2026	대구광역시	남구	수      도	 361,940 
2026	대구광역시	남구	사업자  용	 20,672 
2026	대구광역시	남구	가정용부문	 20,190,083 
2026	대구광역시	남구	유엔군  용	 3,198,372 
2026	대구광역시	남구	기타공공용	 3,469,895 
2026	대구광역시	남구	관  공  용	 994,446 
2026	대구광역시	남구	순수써비스	 28,200,277 
2026	대구광역시	남구	합 계	 56,936,217 
2026	대구광역시	북구	농업. 임업	 543,016 
2026	대구광역시	북구	어      업	 128,219 
2026	대구광역시	북구	석탄. 원유	 4,732 
2026	대구광역시	북구	금속비금속	 91,676 
2026	대구광역시	북구	식료품제조	 3,315,259 
2026	대구광역시	북구	음료품제조	 46,520 
2026	대구광역시	북구	섬      유	 2,289,964 
2026	대구광역시	북구	의복. 모피	 116,368 
2026	대구광역시	북구	가죽. 신발	 22,576 
2026	대구광역시	북구	목재. 나무	 122,413 
2026	대구광역시	북구	펄프. 종이	 3,875,227 
2026	대구광역시	북구	출판. 인쇄	 438,165 
2026	대구광역시	북구	석유  정제	 119,415 
2026	대구광역시	북구	화학  제품	 870,177 
2026	대구광역시	북구	고무. 플라	 2,570,744 
2026	대구광역시	북구	유      리	 79,919 
2026	대구광역시	북구	시  멘  트	 620,004 
2026	대구광역시	북구	1차   금속	 2,889,497 
2026	대구광역시	북구	조립  금속	 11,685,258 
2026	대구광역시	북구	기타  기계	 7,561,226 
2026	대구광역시	북구	사무  기기	 8,370 
2026	대구광역시	북구	전기  기기	 706,093 
2026	대구광역시	북구	영상. 음향	 798,261 
2026	대구광역시	북구	의료. 광학	 2,321,876 
2026	대구광역시	북구	자  동  차	 8,474,781 
2026	대구광역시	북구	기타  운송	 174,273 
2026	대구광역시	북구	가구및기타	 718,442 
2026	대구광역시	북구	재생  재료	 19,901 
2026	대구광역시	북구	수      도	 1,245,246 
2026	대구광역시	북구	사업자  용	 281,028 
2026	대구광역시	북구	전      철	 1,895,143 
2026	대구광역시	북구	가정용부문	 55,575,686 
2026	대구광역시	북구	국  군  용	 824,064 
2026	대구광역시	북구	기타공공용	 15,288,225 
2026	대구광역시	북구	관  공  용	 3,219,051 
2026	대구광역시	북구	순수써비스	 82,546,021 
2026	대구광역시	북구	합 계	 211,486,836 
2026	대구광역시	수성구	농업. 임업	 512,450 
2026	대구광역시	수성구	어      업	 6,919 
2026	대구광역시	수성구	금속비금속	 3,753 
2026	대구광역시	수성구	식료품제조	 435,042 
2026	대구광역시	수성구	섬      유	 65,037 
2026	대구광역시	수성구	의복. 모피	 18,404 
2026	대구광역시	수성구	가죽. 신발	 17,615 
2026	대구광역시	수성구	목재. 나무	 10,707 
2026	대구광역시	수성구	펄프. 종이	 23,047 
2026	대구광역시	수성구	출판. 인쇄	 16,298 
2026	대구광역시	수성구	화학  제품	 8,800 
2026	대구광역시	수성구	고무. 플라	 45,759 
2026	대구광역시	수성구	유      리	 2,593 
2026	대구광역시	수성구	시  멘  트	 224,820 
2026	대구광역시	수성구	1차   금속	 24,572 
2026	대구광역시	수성구	조립  금속	 65,021 
2026	대구광역시	수성구	기타  기계	 482 
2026	대구광역시	수성구	전기  기기	 10,382 
2026	대구광역시	수성구	영상. 음향	 1,311 
2026	대구광역시	수성구	의료. 광학	 91,332 
2026	대구광역시	수성구	자  동  차	 11,836 
2026	대구광역시	수성구	가구및기타	 67,634 
2026	대구광역시	수성구	재생  재료	 16,077 
2026	대구광역시	수성구	수      도	 1,681,489 
2026	대구광역시	수성구	사업자  용	 218,664 
2026	대구광역시	수성구	전      철	 5,150,951 
2026	대구광역시	수성구	가정용부문	 57,494,500 
2026	대구광역시	수성구	국  군  용	 1,943,210 
2026	대구광역시	수성구	기타공공용	 14,827,669 
2026	대구광역시	수성구	관  공  용	 3,436,377 
2026	대구광역시	수성구	순수써비스	 79,261,641 
2026	대구광역시	수성구	합 계	 165,694,392 
2026	대구광역시	달서구	농업. 임업	 123,059 
2026	대구광역시	달서구	어      업	 21,131 
2026	대구광역시	달서구	금속비금속	 35,662 
2026	대구광역시	달서구	식료품제조	 3,892,694 
2026	대구광역시	달서구	음료품제조	 728,484 
2026	대구광역시	달서구	섬      유	 20,884,663 
2026	대구광역시	달서구	의복. 모피	 1,469,989 
2026	대구광역시	달서구	가죽. 신발	 104,016 
2026	대구광역시	달서구	목재. 나무	 479,802 
2026	대구광역시	달서구	펄프. 종이	 4,462,520 
2026	대구광역시	달서구	출판. 인쇄	 2,009,090 
2026	대구광역시	달서구	화학  제품	 6,887,075 
2026	대구광역시	달서구	고무. 플라	 4,524,599 
2026	대구광역시	달서구	유      리	 449,215 
2026	대구광역시	달서구	시  멘  트	 2,111,721 
2026	대구광역시	달서구	1차   금속	 3,922,812 
2026	대구광역시	달서구	조립  금속	 12,473,804 
2026	대구광역시	달서구	기타  기계	 17,248,831 
2026	대구광역시	달서구	사무  기기	 3,642,214 
2026	대구광역시	달서구	전기  기기	 6,303,547 
2026	대구광역시	달서구	영상. 음향	 7,157,502 
2026	대구광역시	달서구	의료. 광학	 1,912,630 
2026	대구광역시	달서구	자  동  차	 38,042,557 
2026	대구광역시	달서구	기타  운송	 2,813,495 
2026	대구광역시	달서구	가구및기타	 1,195,083 
2026	대구광역시	달서구	재생  재료	 161,071 
2026	대구광역시	달서구	수      도	 2,465,288 
2026	대구광역시	달서구	사업자  용	 191,000 
2026	대구광역시	달서구	전      철	 10,998,679 
2026	대구광역시	달서구	가정용부문	 73,167,488 
2026	대구광역시	달서구	기타공공용	 7,190,415 
2026	대구광역시	달서구	관  공  용	 2,548,737 
2026	대구광역시	달서구	순수써비스	 94,178,217 
2026	대구광역시	달서구	합 계	 333,797,090 
2026	대구광역시	달성군	농업. 임업	 4,876,146 
2026	대구광역시	달성군	어      업	 15,098 
2026	대구광역시	달성군	금속비금속	 821,553 
2026	대구광역시	달성군	식료품제조	 6,224,545 
2026	대구광역시	달성군	음료품제조	 82,068 
2026	대구광역시	달성군	섬      유	 14,709,849 
2026	대구광역시	달성군	의복. 모피	 485,647 
2026	대구광역시	달성군	가죽. 신발	 199,307 
2026	대구광역시	달성군	목재. 나무	 624,020 
2026	대구광역시	달성군	펄프. 종이	 31,889,433 
2026	대구광역시	달성군	출판. 인쇄	 94,442 
2026	대구광역시	달성군	석유  정제	 5,641 
2026	대구광역시	달성군	화학  제품	 6,490,357 
2026	대구광역시	달성군	고무. 플라	 9,388,766 
2026	대구광역시	달성군	유      리	 230,024 
2026	대구광역시	달성군	시  멘  트	 1,660,581 
2026	대구광역시	달성군	1차   금속	 14,901,231 
2026	대구광역시	달성군	조립  금속	 23,538,718 
2026	대구광역시	달성군	기타  기계	 16,838,110 
2026	대구광역시	달성군	사무  기기	 75,975 
2026	대구광역시	달성군	전기  기기	 27,901,359 
2026	대구광역시	달성군	영상. 음향	 22,815,101 
2026	대구광역시	달성군	의료. 광학	 4,149,883 
2026	대구광역시	달성군	자  동  차	 79,335,880 
2026	대구광역시	달성군	기타  운송	 1,798,174 
2026	대구광역시	달성군	가구및기타	 1,579,791 
2026	대구광역시	달성군	재생  재료	 6,628,788 
2026	대구광역시	달성군	수      도	 8,406,506 
2026	대구광역시	달성군	사업자  용	 310,857 
2026	대구광역시	달성군	전      철	 1,266,894 
2026	대구광역시	달성군	가정용부문	 34,106,262 
2026	대구광역시	달성군	국  군  용	 31,656 
2026	대구광역시	달성군	기타공공용	 7,831,001 
2026	대구광역시	달성군	관  공  용	 4,073,333 
2026	대구광역시	달성군	순수써비스	 59,225,834 
2026	대구광역시	달성군	합 계	 392,612,830 
2026	대구광역시	군위군	농업. 임업	 5,810,125 
2026	대구광역시	군위군	어      업	 41,228 
2026	대구광역시	군위군	금속비금속	 1,057,728 
2026	대구광역시	군위군	식료품제조	 1,176,733 
2026	대구광역시	군위군	음료품제조	 637,098 
2026	대구광역시	군위군	섬      유	 1,717,379 
2026	대구광역시	군위군	가죽. 신발	 6,181 
2026	대구광역시	군위군	목재. 나무	 268,266 
2026	대구광역시	군위군	펄프. 종이	 7,297 
2026	대구광역시	군위군	출판. 인쇄	 20,285 
2026	대구광역시	군위군	화학  제품	 266,252 
2026	대구광역시	군위군	고무. 플라	 322,240 
2026	대구광역시	군위군	유      리	 277,769 
2026	대구광역시	군위군	시  멘  트	 259,917 
2026	대구광역시	군위군	1차   금속	 844,067 
2026	대구광역시	군위군	조립  금속	 117,047 
2026	대구광역시	군위군	기타  기계	 78,532 
2026	대구광역시	군위군	전기  기기	 82,371 
2026	대구광역시	군위군	영상. 음향	 24,063 
2026	대구광역시	군위군	의료. 광학	 7,359 
2026	대구광역시	군위군	자  동  차	 1,438,478 
2026	대구광역시	군위군	기타  운송	 5,562 
2026	대구광역시	군위군	가구및기타	 22,054 
2026	대구광역시	군위군	재생  재료	 125,180 
2026	대구광역시	군위군	수      도	 352,518 
2026	대구광역시	군위군	사업자  용	 40,154 
2026	대구광역시	군위군	가정용부문	 2,334,970 
2026	대구광역시	군위군	국  군  용	 172,962 
2026	대구광역시	군위군	기타공공용	 637,931 
2026	대구광역시	군위군	관  공  용	 1,596,157 
2026	대구광역시	군위군	순수써비스	 9,201,750 
2026	대구광역시	군위군	합 계	 28,949,653 
2026	인천광역시	중구	농업. 임업	 326,303 
2026	인천광역시	중구	어      업	 517,807 
2026	인천광역시	중구	석탄. 원유	 113,136 
2026	인천광역시	중구	금속비금속	 1,156,087 
2026	인천광역시	중구	식료품제조	 20,981,082 
2026	인천광역시	중구	음료품제조	 366,010 
2026	인천광역시	중구	섬      유	 12,973 
2026	인천광역시	중구	의복. 모피	 146 
2026	인천광역시	중구	목재. 나무	 5,977,595 
2026	인천광역시	중구	펄프. 종이	 23,594 
