year,month,headquarter,hour_count,load_MWh,electricity_cost_won,emission_tCO2eq,emission_kgCO2eq
2024,2,경기본부,696,7418880,740557812300.0,3095898.624,3095898624.0
2024,2,경기북부본부,696,2058236,206009844700.0,858901.8828,858901882.8
2024,2,경남본부,696,2065367,203797342300.0,861877.6491,861877649.1
2024,2,경북본부,696,1170387,115055847900.0,488402.4951,488402495.1
2024,2,광주전남본부,696,3654060,360015531800.0,1524839.2380000001,1524839238.0
2024,2,남서울본부,696,1966413,201200369900.0,820584.1449,820584144.9
2024,2,대구본부,696,2894571,289243194600.0,1207904.4783,1207904478.3
2024,2,대전세종충남본부,696,4952778,488375744200.0,2066794.2594,2066794259.4
2024,2,부산울산본부,696,4665276,462927670200.0,1946819.6748,1946819674.8
2024,2,서울본부,696,1541530,157747152000.0,643280.469,643280469.0
2024,2,인천본부,696,2746949,277486680100.0,1146301.8177,1146301817.7
2024,2,전북본부,696,1556820,153572526400.0,649660.986,649660986.0
2024,2,제주본부,696,462205,45913670100.0,192878.1465,192878146.5
2024,2,충북본부,696,2177134,213591206400.0,908518.0182,908518018.2
2024,3,강원본부,744,1402763,101137209600.0,585372.9999,585372999.9
2024,3,경기본부,744,7966927,584592447000.0,3324598.6371,3324598637.1
2024,3,경기북부본부,744,2104494,154944435000.0,878205.3462,878205346.2
2024,3,경남본부,744,2184507,158723618700.0,911594.7711,911594771.1
2024,3,경북본부,744,1224833,88824126900.0,511122.8109,511122810.9
2024,3,광주전남본부,744,3870334,281261771400.0,1615090.3782,1615090378.2
2024,3,남서울본부,744,1973922,147623750400.0,823717.6506,823717650.6
2024,3,대구본부,744,3125544,229364811300.0,1304289.5112,1304289511.2
2024,3,대전세종충남본부,744,5136838,373494765900.0,2143602.4974,2143602497.4
2024,3,부산울산본부,744,4921653,359323637400.0,2053805.7969,2053805796.9
2024,3,서울본부,744,1567193,117300614100.0,653989.6389,653989638.9
2024,3,인천본부,744,2797613,207246944400.0,1167443.9049,1167443904.9
2024,3,전북본부,744,1669345,121335393000.0,696617.6685,696617668.5
2024,3,제주본부,744,489167,35608432200.0,204129.3891,204129389.1
2024,3,충북본부,744,2229366,161442306300.0,930314.4318,930314431.8
2024,4,강원본부,720,1216761,88204479600.0,507754.3653,507754365.3
2024,4,경기본부,720,7131604,524250189000.0,2976018.3492,2976018349.2
2024,4,경기북부본부,720,1862104,137452332300.0,777055.9992,777055999.2
2024,4,경남본부,720,1937522,141561492300.0,808527.9306,808527930.6
2024,4,경북본부,720,1139359,82854508200.0,475454.5107,475454510.7
2024,4,광주전남본부,720,3632463,264205264200.0,1515826.8099,1515826809.9
2024,4,남서울본부,720,1756490,131221957800.0,732983.277,732983277.0
2024,4,대구본부,720,2805229,206337595800.0,1170622.0617,1170622061.7
2024,4,대전세종충남본부,720,4713351,343370330700.0,1966881.3723,1966881372.3
2024,4,부산울산본부,720,4578061,334446923700.0,1910424.8553,1910424855.3
2024,4,서울본부,720,1386801,103718733900.0,578712.0573,578712057.3
2024,4,인천본부,720,2539849,188093555100.0,1059878.9877,1059878987.7
2024,4,전북본부,720,1522704,110964721500.0,635424.3792,635424379.2
2024,4,제주본부,720,429251,31358501700.0,179126.4423,179126442.3
2024,4,충북본부,720,2020249,146954148600.0,843049.9077,843049907.7
2024,5,강원본부,744,1242435,90308912400.0,518468.1255,518468125.5
2024,5,경기본부,744,7580109,557715716100.0,3163179.4857,3163179485.7
2024,5,경기북부본부,744,1912257,141443209800.0,797984.8461,797984846.1
2024,5,경남본부,744,1967069,144374221800.0,820857.8937,820857893.7
2024,5,경북본부,744,1191600,86798778300.0,497254.68,497254680.0
2024,5,광주전남본부,744,3687173,268574964000.0,1538657.2929,1538657292.9
2024,5,남서울본부,744,1872360,140199579300.0,781335.828,781335828.0
2024,5,대구본부,744,2893217,213055205100.0,1207339.4541,1207339454.1
2024,5,대전세종충남본부,744,4887374,356178541200.0,2039501.1702,2039501170.2
2024,5,부산울산본부,744,4787821,349944009000.0,1997957.7033,1997957703.3
2024,5,서울본부,744,1478285,110821930800.0,616888.3305,616888330.5
2024,5,인천본부,744,2615916,193909494600.0,1091621.7468,1091621746.8
2024,5,전북본부,744,1536288,112166490300.0,641092.9824,641092982.4
2024,5,제주본부,744,432625,31741108500.0,180534.4125,180534412.5
2024,5,충북본부,744,2035861,148590237600.0,849564.7953,849564795.3
2024,6,강원본부,720,1251336,91614840000.0,522182.5128,522182512.8
2024,6,경기본부,720,7786421,575015177400.0,3249273.4833,3249273483.3
2024,6,경기북부본부,720,2017675,150173171400.0,841975.7775,841975777.5
2024,6,경남본부,720,2005882,147908428800.0,837054.5586,837054558.6
2024,6,경북본부,720,1216113,88956445500.0,507483.9549,507483954.9
2024,6,광주전남본부,720,3680552,268812781800.0,1535894.3496,1535894349.6
2024,6,남서울본부,720,2148844,161834790900.0,896712.6012,896712601.2
2024,6,대구본부,720,3013030,222609153300.0,1257337.419,1257337419.0
2024,6,대전세종충남본부,720,4985753,364975114500.0,2080554.7269000001,2080554726.9
2024,6,부산울산본부,720,4824531,354103276200.0,2013276.7863,2013276786.3
2024,6,서울본부,720,1703689,128435103300.0,710949.4197,710949419.7
2024,6,인천본부,720,2815233,209487505800.0,1174796.7309,1174796730.9
2024,6,전북본부,720,1567986,115047520200.0,654320.5578,654320557.8
2024,6,제주본부,720,440334,32592522000.0,183751.3782,183751378.2
2024,6,충북본부,720,1970770,144487433700.0,822402.321,822402321.0
2024,7,강원본부,744,1372726,141085646700.0,572838.5598,572838559.8
2024,7,경기본부,744,8996860,942833989000.0,3754389.678,3754389678.0
2024,7,경기북부본부,744,2338806,248416324700.0,975983.7438,975983743.8
2024,7,경남본부,744,2331647,244911576200.0,972996.2931,972996293.1
2024,7,경북본부,744,1375167,141632777700.0,573857.1891,573857189.1
2024,7,광주전남본부,744,4138285,424590063700.0,1726906.3305,1726906330.5
2024,7,남서울본부,744,2547219,275433239000.0,1062954.4887,1062954488.7
2024,7,대구본부,744,3409131,358566482400.0,1422630.3663,1422630366.3
2024,7,대전세종충남본부,744,5487018,565481897700.0,2289732.6114,2289732611.4
2024,7,부산울산본부,744,5495759,571215387500.0,2293380.2307,2293380230.7
2024,7,서울본부,744,2055747,222381302800.0,857863.2231000001,857863223.1
2024,7,인천본부,744,3278643,349269805400.0,1368177.7239,1368177723.9
2024,7,전북본부,744,1781970,184970157300.0,743616.081,743616081.0
2024,7,제주본부,744,565165,59783835300.0,235843.35450000002,235843354.5
2024,7,충북본부,744,2196108,227527589300.0,916435.8684,916435868.4
2024,8,강원본부,744,1412108,146558780200.0,589272.6684,589272668.4
2024,8,경기본부,744,9603826,1008701865700.0,4007676.5898,4007676589.8
2024,8,경기북부본부,744,2594387,276532528500.0,1082637.6951000001,1082637695.1
2024,8,경남본부,744,2393937,253209528400.0,998989.9101,998989910.1
2024,8,경북본부,744,1467575,151759215200.0,612419.0475,612419047.5
2024,8,광주전남본부,744,4319709,444917877500.0,1802614.5657,1802614565.7
2024,8,남서울본부,744,2930787,317479059000.0,1223017.4151,1223017415.1
2024,8,대구본부,744,3545456,374525952800.0,1479518.7888,1479518788.8
2024,8,대전세종충남본부,744,5887879,608963828700.0,2457011.9067,2457011906.7
2024,8,부산울산본부,744,5797918,605172594100.0,2419471.1814,2419471181.4
2024,8,서울본부,744,2329384,252469286100.0,972051.9432,972051943.2
2024,8,인천본부,744,3690339,393395408200.0,1539978.4647000001,1539978464.7
2024,8,전북본부,744,1858445,193627115600.0,775529.0985,775529098.5
2024,8,제주본부,744,607130,64481295400.0,253355.34900000002,253355349.0
2024,8,충북본부,744,2301166,239430876000.0,960276.5718,960276571.8
2024,9,강원본부,720,1252495,91829018700.0,522666.1635,522666163.5
2024,9,경기본부,720,8312123,614654550900.0,3468648.9279,3468648927.9
2024,9,경기북부본부,720,2161184,161017027200.0,901862.0832,901862083.2
2024,9,경남본부,720,2143833,158823571500.0,894621.5109,894621510.9
2024,9,경북본부,720,1274226,93390971400.0,531734.5098,531734509.8
2024,9,광주전남본부,720,3985060,292091879700.0,1662965.538,1662965538.0
2024,9,남서울본부,720,2377183,179061014700.0,991998.4659000001,991998465.9
2024,9,대구본부,720,3042150,225784954500.0,1269489.195,1269489195.0
2024,9,대전세종충남본부,720,5317942,390166181700.0,2219177.1966,2219177196.6
2024,9,부산울산본부,720,5186774,381969246000.0,2164440.7902,2164440790.2
2024,9,서울본부,720,1863626,140505712800.0,777691.1298,777691129.8
2024,9,인천본부,720,3067327,228952717200.0,1279995.5571,1279995557.1
2024,9,전북본부,720,1661579,122539101900.0,693376.9167000001,693376916.7
2024,9,제주본부,720,523325,39032317800.0,218383.5225,218383522.5
2024,9,충북본부,720,2032244,149388457200.0,848055.4212,848055421.2
2024,10,강원본부,744,1231871,89564151000.0,514059.7683,514059768.3
2024,10,경기본부,744,7695905,565746341700.0,3211501.1565,3211501156.5
2024,10,경기북부본부,744,2044324,150978659700.0,853096.4052,853096405.2
2024,10,경남본부,744,1973369,144907681200.0,823486.8837,823486883.7
2024,10,경북본부,744,1211365,88192308900.0,505502.6145,505502614.5
2024,10,광주전남본부,744,3707931,270138627000.0,1547319.6063,1547319606.3
2024,10,남서울본부,744,1898394,141993336300.0,792199.8162,792199816.2
2024,10,대구본부,744,2911638,214468841700.0,1215026.5374,1215026537.4
2024,10,대전세종충남본부,744,4905520,357792534000.0,2047073.496,2047073496.0
2024,10,부산울산본부,744,4823852,353064374400.0,2012993.4396,2012993439.6
2024,10,서울본부,744,1471392,110159949600.0,614011.8816,614011881.6
2024,10,인천본부,744,2744588,203422769700.0,1145316.5724,1145316572.4
2024,10,전북본부,744,1562501,114249100500.0,652031.6673,652031667.3
2024,10,제주본부,744,436715,32316978600.0,182241.1695,182241169.5
2024,10,충북본부,744,2034653,148509378600.0,849060.6969,849060696.9
2024,11,강원본부,720,1312073,128487002399.99998,547528.0629,547528062.9
2024,11,경기본부,720,7563733,754822541500.0,3156345.7809,3156345780.9
2024,11,경기북부본부,720,2042327,205032970800.0,852263.0571,852263057.1
2024,11,경남본부,720,2014016,199297341000.0,840448.8768,840448876.8
2024,11,경북본부,720,1219710,120007483900.0,508984.983,508984983.0
2024,11,광주전남본부,720,3596146,354324680400.0,1500671.7258,1500671725.8
2024,11,남서울본부,720,1919124,196057918600.0,800850.4452,800850445.2
2024,11,대구본부,720,2893368,288909697400.0,1207402.4664,1207402466.4
2024,11,대전세종충남본부,720,4980003,490634734400.0,2078155.2519,2078155251.9
2024,11,부산울산본부,720,4615214,457928301500.0,1925928.8022,1925928802.2
2024,11,서울본부,720,1497960,153161191000.0,625098.708,625098708.0
2024,11,인천본부,720,2789365,281200608300.0,1164002.0145,1164002014.5
2024,11,전북본부,720,1550066,153026496900.0,646842.5418,646842541.8
2024,11,제주본부,720,421848,42295958600.0,176037.1704,176037170.4
2024,11,충북본부,720,1983673,195619936200.0,827786.7429,827786742.9
2024,12,강원본부,744,1566991,152745691700.0,653905.3443,653905344.3
2024,12,경기본부,744,8459633,845528775400.0,3530204.8509,3530204850.9
2024,12,경기북부본부,744,2435614,244452781100.0,1016381.7222,1016381722.2
2024,12,경남본부,744,2322182,228606439100.0,969046.5486,969046548.6
2024,12,경북본부,744,1340155,131780245200.0,559246.6815000001,559246681.5
2024,12,광주전남본부,744,4148791,409200803700.0,1731290.4843000001,1731290484.3
2024,12,남서울본부,744,2371954,243451819600.0,989816.4042,989816404.2
2024,12,대구본부,744,3216776,321841241400.0,1342360.6248,1342360624.8
2024,12,대전세종충남본부,744,5542514,547647265000.0,2312891.0922,2312891092.2
2024,12,부산울산본부,744,4991825,496586628600.0,2083088.5725,2083088572.5
2024,12,서울본부,744,1855053,190425159100.0,774113.6169,774113616.9
2024,12,인천본부,744,3240105,327692804900.0,1352095.8165,1352095816.5
2024,12,전북본부,744,1748881,172816285100.0,729808.0413,729808041.3
2024,12,제주본부,744,501418,50115640400.0,209241.7314,209241731.4
2024,12,충북본부,744,2218996,218172687300.0,925987.0308000001,925987030.8
